NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
561312,1,-229.02,-486.68,-1158.45,,-2039.21,,-3065.84,-614.91,-47.8,-2471.69,-199.56,29980.5,-742.9,,-1448.68,,-673.95,,-5233.36,-616.2,,-675.31,-3185.18,-1104.68,-2960.76,-65.17,,,-1603.26,45,,False,False,False,False,False,False,False
585212,1,-426.72,-474.28,-393.94,,-434.1,,,,-182.94,,,14047.86,-627.82,,,-1113.44,-47.86,-899.98,-2336.06,-941.3,,-1024.98,-232.38,-466.52,,-107.4,,-407.04,,238,4.0,False,False,False,False,False,False,False
484705,1,-655.15,-595.53,-449.31,,,,,-620.75,-69.54,,-227.03,13667.9,-2667.73,-122.85,-5230.82,,,-820.88,-1878.95,-1017.55,,-672.52,-365.48,-773.87,,-315.6,,-690.82,,794,,False,False,False,False,False,False,False
489696,1,-432.83,-282.49,-2557.27,,-1237.65,124.76,,-569.84,-22.42,,-747.77,10668.8,,-151.73,-1276.83,-1034.6,-93.61,-854.55,-542.8,-146.21,-334.35,-922.08,28.47,,-5291.29,-250.21,,,,526,,False,False,False,False,False,False,False
638131,1,-626.27,-102.35,-1019.21,,-1877.53,,,-858.31,-191.43,,-265.41,2186.52,-785.76,-150.98,,-4099.96,-369.42,-809.08,-2595.19,,,-1257.01,332.39,,-2781.12,,,,,1408,,False,False,False,False,False,False,False
644432,1,-448.37,-443.5,-2256.73,,-2029.37,,,-866.81,-139.5,-567.69,-183.08,11478.9,-574.47,,,-1230.68,,-478.24,-1284.2,-151.63,,,2224.69,-266.98,,-55.53,,,-718.61,797,,False,False,False,False,False,False,False
529923,1,-233.55,-558.86,-1502.79,,-2304.94,,,-408.35,-47.51,-290.82,,16209.1,,-20.36,-3026.81,,-36.56,,-2224.86,,,-800.81,-742.21,-173.19,,-551.65,,-115.83,-698.75,747,,False,False,False,False,False,False,False
657000,1,-513.15,-519.1,-540.85,,,522.86,-3898.91,,-324.44,-509.07,-351.14,36483.8,-6956.05,-272.49,-5979.38,,,-1821.47,-3589.38,-3011.25,,-2376.25,-3122.09,,,-319.86,-302.21,,-1054.21,722,,False,False,False,False,False,False,False
653597,1,-30.44,-65.15,-345.71,,-1528.01,35.76,,-796.61,-44.34,-1612.84,-40.43,3909.97,,,,,,-281.33,-310.25,-69.08,,-918.38,23.71,-681.02,,-42.21,-51.09,,-617.47,504,,False,False,False,False,False,False,False
607251,1,-600.85,-349.16,-702.97,-650.37,-1641.43,508.59,,,-113.15,,,15482.5,-1453.18,-55.89,-4385.6,,-5.35,-2.57,-2028.43,-638.64,-433.29,-132.7,466.46,-890.09,-2528.95,-199.41,,-353.21,,890,,False,False,False,False,False,False,False
582097,1,-380.07,-132.89,-1848.6,,-508.91,,,-430.75,-469.83,-522.27,-702.78,11705.5,-1211.21,-80.15,,-377.07,,-178.88,-1280.58,-467.96,,-107.31,186.05,-642.42,,-139.8,,,-6.63,1061,,False,False,False,False,False,False,False
630606,1,-147.29,-754.16,-2652.0,,-961.79,1077.63,-2090.49,-2041.08,-218.95,-17.68,-410.23,20350.1,-5022.85,,-1530.01,-618.88,,-672.8,-1567.42,-841.99,,-363.81,-637.96,-28.1,,-147.45,,-301.12,-543.73,1261,,False,False,False,False,False,False,False
644168,1,-300.14,-222.94,-3118.37,,-2936.23,,,-1279.91,-277.59,,-77.92,17324.2,-2156.51,,,,-338.39,,-1245.86,-1631.5,,,-3005.14,-670.23,-703.63,-4.54,-160.77,-550.11,,874,,False,False,False,False,False,False,False
563069,1,-339.98,-367.34,-314.62,,-1901.05,,,-5104.4,-294.36,,,80077.4,-289.66,-155.93,-1554.57,,-165.6,-1654.23,-5509.78,-1206.38,,,-17581.6,-10191.2,-8836.29,-431.95,,-383.22,,648,,False,False,False,False,False,False,True
489263,1,-206.27,-428.67,-424.42,,-575.17,,,-726.2,-13.33,-2693.47,-33.66,6180.73,-458.76,-91.59,-11453.7,,,-1184.27,-1476.45,-595.74,,-1355.04,-1574.62,,,-268.68,-258.95,-1031.62,-481.53,820,3.0,False,False,False,False,False,False,False
534148,1,-471.89,-292.28,-2331.49,,-75.79,,-2145.62,-2168.7,-308.97,-1943.36,,42351.9,-6884.56,,-8356.21,,-145.57,-1287.51,-3886.94,-1505.79,,-1002.05,-3327.34,-654.3,,-89.26,-294.48,-303.26,-328.2,713,,False,False,False,False,False,False,False
484903,1,-49.29,-94.88,-2001.76,,-2714.95,2110.99,-463.5,-794.98,-72.17,-618.82,,90163.7,-4918.53,-141.78,,,,-943.39,-1730.24,-1988.92,,-4189.75,-2014.19,-7424.55,,-121.71,-283.08,-1428.26,-1131.03,738,,False,False,False,False,False,False,True
476287,1,-328.81,-276.72,-1402.11,,,1788.79,-3542.29,-2646.72,-509.81,-1230.58,-555.96,36515.6,-1412.1,-255.48,-612.96,-699.99,-385.8,-21.35,-326.19,,,-1125.53,-5058.15,-1248.75,,-666.09,,,-373.07,985,,False,False,False,False,False,False,False
596035,1,-85.1,,-779.45,,-1658.87,1048.46,,-424.16,-424.05,,-293.5,8952.65,,-158.65,-427.28,-1379.53,-489.53,,-358.53,,,,271.71,,-1897.8,,,-488.81,,224,,False,False,False,False,False,False,False
517905,1,-441.84,-476.32,-215.07,,-1287.38,2156.63,,-738.75,-197.73,-341.85,-273.17,15586.4,-388.76,,-4367.66,,,-552.33,-1544.96,,,-160.87,-461.37,,,-231.01,,-272.11,-824.39,218,3.0,False,False,False,False,False,False,False
579597,1,-501.59,-395.55,-2596.32,-593.25,-832.04,891.3,,-43.47,-236.92,,-170.52,15029.0,-1687.25,-193.79,-238.85,-170.52,-487.46,,-1888.15,,,-2155.97,1249.43,-275.13,-3687.71,,-249.89,-627.81,,600,,False,False,False,False,False,False,False
547295,1,-201.04,-428.83,-865.85,,,,,,-247.22,,-25.6,6276.18,-710.38,,-3307.11,,-611.9,-469.75,-905.12,,-196.13,-532.91,-574.39,-598.41,-2345.65,-353.16,,,,438,,False,False,False,False,False,False,False
501107,1,-694.18,-188.84,-945.66,,-2086.97,761.42,-1493.58,-639.3,-194.23,-264.24,,10045.3,-1184.28,,-743.25,,,-1489.97,-746.95,-464.64,,-617.95,552.19,-1093.13,,,,,-1061.32,618,3.0,False,False,False,False,False,False,False
631298,1,-131.36,-515.63,-393.42,,-2997.92,737.83,-332.17,-430.42,-171.44,-1456.69,-248.23,17703.8,-1752.44,-32.21,,-1111.15,,-1763.16,-1466.07,-1465.39,-265.19,-548.65,-2335.83,-747.61,,-130.64,,-809.93,-1781.24,1053,,False,False,False,False,False,False,False
480113,1,-368.74,-669.17,-3.84,,-820.99,,,,-215.24,,,2094.29,,,-1572.64,,-152.81,,-1593.8,,-183.61,-262.66,-97.21,,-1129.99,-264.19,-214.56,,,951,,False,False,False,False,False,False,False
635468,1,-79.72,-81.52,-513.87,-634.91,-1840.26,,,-5.74,-334.21,-545.79,,4632.4,-1003.59,-9.39,-2616.31,,-165.72,-1437.71,-500.99,,-234.77,,147.71,,,-6.13,-29.31,,-873.21,1032,,False,False,False,False,False,False,False
632887,1,-474.76,-261.42,-667.8,,-331.33,646.08,,-772.36,-113.18,-684.61,,6282.96,,,,,-127.08,-153.52,-1660.38,-738.7,,-964.48,250.15,-4388.1,,-89.3,-587.01,-403.73,-1277.12,586,,False,False,False,False,False,False,False
527748,1,-171.8,-245.11,-492.93,,-598.13,1182.81,,-1578.29,-37.55,,-238.97,9205.04,-893.46,,,-1349.3,,-937.81,-838.04,,-256.63,-77.41,-764.18,-1943.94,-3774.95,,,,,1376,,False,False,False,False,False,False,False
473383,1,-391.37,-155.47,-1503.84,,-397.65,176.83,-2204.83,-1129.48,-55.71,-479.51,-202.71,19339.0,-1185.93,-36.13,-7736.9,-1344.23,-56.58,,-963.77,,,,-1529.94,-454.87,,,,,-730.76,497,,False,False,False,False,False,False,False
460872,1,-286.52,-308.82,-327.57,,-772.98,3.91,,,-31.11,-373.91,-184.66,5934.58,-522.1,-60.27,,-7693.31,,-956.63,-643.72,-582.82,,-1489.98,-912.31,-5640.02,,-903.66,-91.97,-1227.62,-494.52,270,3.0,False,False,False,False,False,False,False
