templateID,candidateID,demographicsCosine,travelJaccard,dtwAllEdges,dtwCommunication,dtwTravel
0,456878,0.18704311020102465,,2.2621109105800224e-163,0.14967897469760438,
0,457002,0.2848153072591566,,2.2621109105800224e-163,0.3063206928940608,
0,457587,0.18558395412291778,,2.2621109105800224e-163,0.14967897469760438,
0,457590,0.22589516642330804,,2.2621109105800224e-163,0.14967897469760438,
0,458181,0.1422311944802893,,0.059944312916448986,0.06493985701395674,
0,458194,0.5401895443981867,,2.2621109105800224e-163,0.14967897469760438,
0,458407,0.1329301207791284,,2.2621109105800224e-163,0.14967897469760438,
0,458412,0.22793220571002548,,2.2621109105800224e-163,0.14967897469760438,
0,458413,0.4597157037850428,,2.2621109105800224e-163,0.14967897469760438,
0,458498,0.3068336406643789,,2.2621109105800224e-163,0.14967897469760438,
0,458881,0.22538655039662858,,2.2621109105800224e-163,0.14967897469760438,
0,458984,0.17704420496034168,,2.2621109105800224e-163,0.14967897469760438,
0,459264,0.28302401708576685,,2.2621109105800224e-163,0.14967897469760438,
0,459268,0.7294298033874334,,2.2621109105800224e-163,0.14967897469760438,
0,459630,0.06957580945914221,,2.2621109105800224e-163,0.14967897469760438,
0,459639,0.3500150305244615,,2.2621109105800224e-163,0.14967897469760438,
0,459677,0.11639143986654005,,2.2621109105800224e-163,0.14967897469760438,
0,459681,0.17279530312333174,,2.2621109105800224e-163,0.14967897469760438,
0,459779,0.11775450324586045,,2.2621109105800224e-163,0.14967897469760438,
0,460133,0.3434775490609083,,2.2621109105800224e-163,0.14967897469760438,
0,460233,0.2409885756162426,,2.2621109105800224e-163,0.14967897469760438,
0,460276,0.7091816261016773,,0.059944312916448986,0.06493985701395674,
0,460337,0.12606452268178475,,2.2621109105800224e-163,0.14967897469760438,
0,460614,0.2139750678502177,,2.2621109105800224e-163,0.14967897469760438,
0,460852,0.10108957413296188,,2.2621109105800224e-163,0.14967897469760438,
0,460866,0.5856123615398723,,2.2621109105800224e-163,0.14967897469760438,
0,460872,0.3825105052355943,,2.2621109105800224e-163,0.14967897469760438,
0,460906,0.48085976193804514,,2.2621109105800224e-163,0.3063206928940608,
0,461168,0.7038930801421359,,2.2621109105800224e-163,0.14967897469760438,
0,461212,0.19575078395086465,,2.2621109105800224e-163,0.14967897469760438,
0,461504,0.7011165701245495,,2.2621109105800224e-163,0.14967897469760438,
0,461642,0.20059267861202312,,2.2621109105800224e-163,0.14967897469760438,
0,461990,0.12374959694142063,,2.2621109105800224e-163,0.14967897469760438,
0,462010,0.16779765221515663,,2.2621109105800224e-163,0.14967897469760438,
0,462269,0.18084158792184196,,2.2621109105800224e-163,0.14967897469760438,
0,462278,0.12306646757700801,,2.2621109105800224e-163,0.14967897469760438,
0,462280,0.19027831554580793,,2.2621109105800224e-163,0.14967897469760438,
0,462494,0.16603980787971112,,2.2621109105800224e-163,0.14967897469760438,
0,462746,0.8604798092899735,,2.2621109105800224e-163,0.14967897469760438,
0,462823,0.44234391599393996,,2.2621109105800224e-163,0.14967897469760438,
0,463274,0.25327591775358754,,2.2621109105800224e-163,0.14967897469760438,
0,463321,0.3765182309233499,,2.2621109105800224e-163,0.14967897469760438,
0,463365,0.17620151086749075,,2.2621109105800224e-163,0.14967897469760438,
0,463542,0.4725114563249083,,2.2621109105800224e-163,0.14967897469760438,
0,463614,0.32843581807220196,,0.059944312916448986,0.06493985701395674,
0,463640,0.19236728940841186,,2.2621109105800224e-163,0.14967897469760438,
0,463708,0.24985697201031642,,2.2621109105800224e-163,0.14967897469760438,
0,463964,0.13282059071125013,,2.2621109105800224e-163,0.14967897469760438,
0,463967,0.14952631425726004,,2.2621109105800224e-163,0.14967897469760438,
0,464542,0.23278657443857786,,2.2621109105800224e-163,0.14967897469760438,
0,464568,0.21361968417857136,,2.2621109105800224e-163,0.14967897469760438,
0,464781,0.26531954842494987,,0.059944312916448986,0.06493985701395674,
0,464783,0.1804105052073195,,2.2621109105800224e-163,0.14967897469760438,
0,464894,0.7576884818925462,,2.2621109105800224e-163,0.14967897469760438,
0,464974,0.25263914586552616,,2.2621109105800224e-163,0.14967897469760438,
0,465007,0.09803259538983794,,2.2621109105800224e-163,0.14967897469760438,
0,465243,0.5570919353296616,,2.2621109105800224e-163,0.14967897469760438,
0,465551,0.26748578655329375,,2.2621109105800224e-163,0.14967897469760438,
0,465602,0.20444720822824008,,2.2621109105800224e-163,0.14967897469760438,
0,465633,0.42045205552742493,,2.2621109105800224e-163,0.14967897469760438,
