templateID,candidateID,demographicsCosine,travelJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,graphName
0,464579,0.6371548958093303,,,,0.9832731783406986,0.5452679932587341,0.9806483557700512,0.978174748448361,,,0.6750217506192864,0.9230891541365184,,
0,477374,0.2564732751472334,,,,,,0.9548461678945328,0.9485970780649572,,,,,,
0,482012,0.4936847028552445,,,,0.9829847304517486,0.6900671084891109,0.9205106247837578,0.9817471895553648,,,0.6767098785832227,0.9578782190649704,,
0,483005,0.21225023639475488,,,,0.9756803213468862,0.5674143205243031,1.0,0.904498084521694,,,0.7998303372397557,0.92683698519126,,
0,492850,0.5281834874803035,,,,0.9823473574160886,0.5357069353903073,0.9221941060428024,0.9681839455931333,,,0.6187029201875146,0.9221163909619048,,
0,516873,0.6768374602051946,,,,0.9534348253530196,0.7163211468522462,0.9548461678945328,0.9485970780649572,,,0.8020980077503335,0.950216631348568,,
0,536906,0.3578352676191632,,,,0.9811058601677464,0.5593624622447969,0.9002354708083715,0.9092441373439941,,,0.8001198891430015,0.926895059375612,,
0,541907,0.2782072768369356,,,,0.9940068522437892,0.5475908950243794,,,,,0.8421804424197781,0.9240945702151352,,
0,544636,0.4133864876986644,,,,,,0.8833407249713725,0.9140949271014112,,,,,,
0,546593,0.8528837290027365,,,,0.9814726548165452,0.6940530627791112,0.9335006029251336,0.9911167359842008,,,0.7745839669346307,0.9485715598391388,,
0,557269,0.2810862774451178,,,,0.8800793123035912,0.7987966046131786,0.7798589269231068,0.8969247089167459,,,0.9788375257006338,0.9640976948393696,,
0,566580,0.36840636861970255,,,,0.9470478288576368,0.5911308565784741,0.9548461678945328,0.9485970780649572,,,0.6822869731458212,0.924671438116752,,
0,569329,0.5052008308577094,,,,0.9638794996752308,0.544009805898645,0.8889919818778358,0.9817471895553648,,,0.7802669563576531,0.9193561986759476,,
0,571369,0.7740613900102331,,,,0.9952474617638049,0.5339462024454597,,,,,0.8122747396702882,0.9225571702841178,,
0,579305,0.5493239050870763,,,,0.8919385250058129,0.5730284741531285,0.911779463920269,0.92638276452956,,,0.7691413943306002,0.924899485566654,,
0,580798,0.31786219259930587,,,,0.9663740121350458,0.714195944689679,0.9320099896349916,0.9836596022303076,,,0.7154724103734678,0.9527738492439398,,
0,584457,0.29753961751842983,,,,0.948019674501552,0.5753210999145734,0.9640791110052352,0.9169781820800944,,,0.7633527286518024,0.9257562794693668,,
0,585606,0.48896449129459396,,,,0.9813544270648452,0.5440017375062687,0.9838678198970776,0.9014989228355652,,,0.8529071468448902,0.9247531429742336,,
