Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
636721,2,585417,1735788186,1398.0,,,,,,
628320,1,557269,1735875926,1.0,4.0,4.0,0.22407800000000003,-163.624,2.40053,-161.28799999999998
546593,1,492850,1735901442,1.0,0.0,3.0,32.2146,-42.6609,-24.9904,-111.346
536906,0,569329,1736614806,1.0,,,,,,
483005,0,655963,1736904244,1.0,,,,,,
601496,0,557269,1736923208,1.0,,,,,,
580798,6,625756,1736985600,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
580798,6,625756,1736985600,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
580798,6,625756,1736985600,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
580798,6,625756,1736985600,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
580798,6,625756,1736985600,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
492850,6,625756,1737331200,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0
492850,6,625756,1737331200,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0
492850,6,625756,1737331200,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0
492850,6,625756,1737331200,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0
492850,6,625756,1737331200,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0
639642,1,639642,1737337714,1.0,5.0,5.0,21.5434,154.279,21.5434,154.279
636721,3,461577,1737358771,8.0,,,,,,
636721,3,629826,1737465157,230.0,,,,,,
557269,1,544636,1737511016,1.0,4.0,3.0,2.40053,-161.28799999999998,-23.8755,-111.541
636721,3,618398,1737544584,14.0,,,,,,
579305,1,544636,1737682924,1.0,0.0,3.0,39.8886,-41.778,-23.8755,-111.541
584457,0,639642,1738023383,1.0,,,,,,
636721,2,655265,1738466428,724.0,,,,,,
636721,3,588802,1738542410,596.0,,,,,,
516873,0,483005,1738578046,1.0,,,,,,
492850,0,580798,1738673430,1.0,,,,,,
636721,3,499177,1738825951,1.0,,,,,,
536906,0,584457,1739669071,1.0,,,,,,
569329,1,482012,1740115843,1.0,0.0,3.0,28.7426,-41.4508,-24.5756,-110.945
536906,1,492850,1740308402,1.0,5.0,3.0,22.429000000000002,154.859,-24.9904,-111.346
544636,0,544636,1740787389,1.0,,,,,,
580798,0,482012,1741089351,1.0,,,,,,
546593,0,580798,1741491722,1.0,,,,,,
536906,0,541907,1741651932,1.0,,,,,,
464579,0,611572,1742443583,1.0,,,,,,
584457,0,601496,1742455340,1.0,,,,,,
546593,1,588172,1742523865,1.0,0.0,4.0,32.2146,-42.6609,3.00486,-159.23
584457,0,639642,1742524050,1.0,,,,,,
579305,1,639642,1742538746,1.0,0.0,5.0,39.8886,-41.778,21.5434,154.279
569329,6,561157,1742601600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
569329,6,561157,1742601600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
569329,6,561157,1742601600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
569329,6,561157,1742601600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
569329,6,561157,1742601600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
636721,0,546593,1743063260,1.0,,,,,,
536906,1,516873,1743086562,1.0,5.0,2.0,22.429000000000002,154.859,-22.066,93.12899999999999
536906,0,585606,1743832655,1.0,,,,,,
579305,0,584457,1744267569,1.0,,,,,,
580798,6,509607,1744329600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
580798,6,509607,1744329600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
580798,6,509607,1744329600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
580798,6,509607,1744329600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
580798,6,509607,1744329600,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
464579,1,580237,1744520405,1.0,0.0,1.0,33.7833,-45.4927,-32.7065,-10.3259
482012,6,561157,1744675200,3.0,5.0,0.0,22.0,156.0,33.0,-41.0
482012,6,561157,1744675200,3.0,5.0,0.0,22.0,156.0,33.0,-41.0
482012,6,561157,1744675200,3.0,5.0,0.0,22.0,156.0,33.0,-41.0
482012,6,561157,1744675200,3.0,5.0,0.0,22.0,156.0,33.0,-41.0
482012,6,561157,1744675200,3.0,5.0,0.0,22.0,156.0,33.0,-41.0
566580,0,584457,1744679333,1.0,,,,,,
492850,6,625756,1745193600,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
492850,6,625756,1745193600,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
492850,6,625756,1745193600,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
492850,6,625756,1745193600,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
492850,6,625756,1745193600,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
557269,0,639642,1745281669,1.0,,,,,,
636721,3,482579,1745378938,24.0,,,,,,
657526,1,536906,1745409639,1.0,1.0,5.0,-25.7329,-14.9697,22.429000000000002,154.859
636721,2,655265,1745805048,2.0,,,,,,
536906,1,579305,1745834450,1.0,5.0,0.0,22.429000000000002,154.859,39.8886,-41.778
482012,6,509607,1746144000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
482012,6,509607,1746144000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
482012,6,509607,1746144000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
482012,6,509607,1746144000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
482012,6,509607,1746144000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
636721,2,655265,1746496825,1312.0,,,,,,
536906,1,628320,1746502810,1.0,5.0,4.0,22.429000000000002,154.859,0.22407800000000003,-163.624
536906,0,571369,1746512278,1.0,,,,,,
544636,1,557269,1746534099,1.0,3.0,4.0,-23.8755,-111.541,2.40053,-161.28799999999998
464579,1,579305,1746588626,1.0,0.0,0.0,33.7833,-45.4927,39.8886,-41.778
557269,1,544636,1746846129,1.0,4.0,3.0,2.40053,-161.28799999999998,-23.8755,-111.541
482012,6,625756,1746921600,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
482012,6,625756,1746921600,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
482012,6,625756,1746921600,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
482012,6,625756,1746921600,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
482012,6,625756,1746921600,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
636721,3,638734,1746922822,191.0,,,,,,
464579,0,596726,1747099910,1.0,,,,,,
464579,1,537816,1747618106,1.0,0.0,3.0,33.7833,-45.4927,-25.1781,-110.14399999999999
544636,1,579305,1747820601,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778
588172,1,569329,1747886558,1.0,4.0,0.0,3.00486,-159.23,28.7426,-41.4508
636721,3,557626,1747983184,134.0,,,,,,
536906,1,655963,1748228427,1.0,5.0,0.0,22.429000000000002,154.859,29.4162,-45.8675
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0
569329,6,657173,1748304000,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0
628320,1,584457,1748362187,1.0,4.0,3.0,0.22407800000000003,-163.624,-24.475,-111.147
546593,0,657526,1748390443,1.0,,,,,,
636721,0,464579,1748685752,1.0,,,,,,
588172,1,482012,1748999024,1.0,4.0,3.0,3.00486,-159.23,-24.5756,-110.945
639642,0,557269,1749022742,1.0,,,,,,
464579,1,558089,1749453774,1.0,0.0,3.0,33.7833,-45.4927,-24.0376,-110.73
639642,0,557269,1749614072,1.0,,,,,,
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0
569329,6,561157,1749859200,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0
464579,0,459726,1750124170,1.0,,,,,,
585606,1,544636,1750327106,1.0,3.0,3.0,-25.2324,-110.18,-23.8755,-111.541
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
580798,6,499467,1750464000,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
636721,1,580798,1750835016,1.0,1.0,2.0,-29.6764,-11.6307,-21.1545,88.0749
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
464579,6,625756,1750896000,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
464579,1,578749,1751122902,1.0,0.0,1.0,33.7833,-45.4927,-35.6034,-11.7988
639642,0,557269,1751178615,1.0,,,,,,
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
569329,6,561157,1751587200,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
636721,3,492039,1751721537,1.0,,,,,,
536906,1,601496,1751739763,1.0,5.0,3.0,22.429000000000002,154.859,-24.9297,-111.014
536906,0,483005,1751864932,1.0,,,,,,
579305,1,601496,1752139241,1.0,0.0,3.0,39.8886,-41.778,-24.9297,-111.014
557269,1,655963,1752464749,1.0,4.0,0.0,2.40053,-161.28799999999998,29.4162,-45.8675
557269,0,601496,1752537623,1.0,,,,,,
655963,0,579305,1752904348,1.0,,,,,,
636721,0,492850,1753499919,1.0,,,,,,
464579,1,571670,1753584663,1.0,0.0,4.0,33.7833,-45.4927,5.33031,-168.957
655963,1,579305,1753785975,1.0,0.0,0.0,29.4162,-45.8675,39.8886,-41.778
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
482012,6,616453,1753920000,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
579305,0,584457,1754109036,1.0,,,,,,
584457,1,579305,1754140717,1.0,3.0,0.0,-24.475,-111.147,39.8886,-41.778
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0
569329,6,509607,1754179200,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0
655963,1,601496,1754195043,1.0,0.0,3.0,29.4162,-45.8675,-24.9297,-111.014
536906,1,639642,1754470104,1.0,5.0,5.0,22.429000000000002,154.859,21.5434,154.279
492850,0,464579,1754907086,1.0,,,,,,
579305,1,639642,1755027371,1.0,0.0,5.0,39.8886,-41.778,21.5434,154.279
541907,0,628320,1755500424,1.0,,,,,,
636721,3,588802,1755937457,62.0,,,,,,
464579,0,588172,1756172891,1.0,,,,,,
585606,0,516873,1756426835,1.0,,,,,,
655963,1,655963,1756615612,1.0,0.0,0.0,29.4162,-45.8675,29.4162,-45.8675
492850,1,569329,1757067128,1.0,3.0,0.0,-24.9904,-111.346,28.7426,-41.4508
464579,1,500336,1757117624,1.0,0.0,5.0,33.7833,-45.4927,20.7839,156.256
580798,0,588172,1757827220,1.0,,,,,,
536906,1,566580,1757895880,1.0,5.0,3.0,22.429000000000002,154.859,-24.0661,-111.936
569329,0,588172,1757915557,1.0,,,,,,
569329,0,636721,1758015384,1.0,,,,,,
482012,1,492850,1758163696,1.0,3.0,3.0,-24.5756,-110.945,-24.9904,-111.346
544636,1,579305,1758612266,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778
636721,3,605235,1758863537,1.0,,,,,,
464579,0,623468,1759725625,1.0,,,,,,
588172,0,636721,1759807817,1.0,,,,,,
536906,1,477374,1759824634,1.0,5.0,5.0,22.429000000000002,154.859,20.1005,154.004
579305,0,639642,1759885200,1.0,,,,,,
483005,1,579305,1759896142,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778
483005,1,579305,1759945541,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778
588172,1,464579,1760615625,1.0,4.0,0.0,3.00486,-159.23,33.7833,-45.4927
636721,1,536906,1760925124,1.0,1.0,5.0,-29.6764,-11.6307,22.429000000000002,154.859
639642,0,639642,1761442947,1.0,,,,,,
492850,1,588172,1761616122,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23
492850,1,588172,1761635103,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23
464579,1,611238,1761961497,1.0,0.0,1.0,33.7833,-45.4927,-27.0582,-10.3526
636721,3,590595,1762166181,277.0,,,,,,
464579,0,536906,1762395783,1.0,,,,,,
557269,1,639642,1762602034,1.0,4.0,5.0,2.40053,-161.28799999999998,21.5434,154.279
