NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
580798,1,-4.44,-146.95,-713.31,,-1514.53,792.79,,-17.58,-48.73,-426.21,-168.32,8773.28,-109.02,,-4659.92,-1975.82,-262.83,,-21.11,,,-1334.54,1502.52,,,,,-187.42,-993.98,22,,False,False,False,False,False,False,False
557269,1,-203.94,-103.21,-85.76,,-1070.35,,-730.33,-478.86,-49.47,-655.13,-121.83,4724.3,-422.1,,,,-226.22,,-603.25,-326.47,-114.05,,35.87,-1351.44,,,,,-517.84,34,4.0,False,False,False,False,False,False,False
645371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,False,False,False,False,False,False,False
611238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,False,False,False,False,False,False,False
578749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,False,False,False,False,False,False,False
569329,1,-615.23,-1168.89,-2165.12,,-1790.61,498.36,,-2.39,-775.94,-115.79,,9478.52,-4210.97,,-14649.5,-2970.54,-1021.95,,-3991.31,-720.96,,-609.94,-1452.84,,,,,,-2061.71,14,0.0,False,False,False,False,False,False,False
482012,1,-369.53,-696.89,-3734.96,,-2688.4,,,,-283.45,,-114.8,18450.2,,-41.22,-6672.05,-988.82,-512.19,,-1267.93,-133.42,,-772.3,-2516.93,,-5124.17,-100.2,,-447.06,,6,3.0,False,False,False,False,False,False,False
541907,1,-195.12,-206.59,-43.82,,-435.81,357.94,,,-3.66,,-245.0,7219.68,-1097.67,,,,-371.91,-461.43,-733.14,-465.34,-332.15,-492.28,7.79,,-2670.87,-114.54,,-120.76,,28,,False,False,False,False,False,False,False
483005,1,-424.78,-265.53,-269.26,-309.77,-839.07,,,-147.51,-273.13,-562.84,-339.53,4521.72,-743.14,,-1337.98,-2077.39,-576.65,,-1796.07,-138.96,,-578.05,415.16,-3561.76,,,-304.09,-856.97,-950.07,36,5.0,False,False,False,False,False,False,False
588172,1,-198.14,-209.5,-119.39,,,450.54,,-706.54,-187.26,,-18.64,4410.78,-509.54,-14.11,,-413.23,,,-594.06,,,-331.34,-661.16,-224.71,-1670.19,-188.27,,-177.9,,35,4.0,False,False,False,False,False,False,False
516873,1,-875.9,-1033.21,-1459.69,,-2835.05,,,-9585.05,-364.94,-1367.23,-552.41,67163.2,,,-10798.3,-4771.52,-3966.64,-4952.46,-2110.77,,,-3586.36,-97608.4,-31264.8,,-314.77,-1118.65,-3838.17,-3068.77,31,,False,False,False,False,False,False,True
628320,1,-284.91,-235.4,-335.43,,-2076.09,369.59,-1444.23,-940.97,-162.71,-48.44,-151.93,10065.5,-414.14,-64.94,-1687.09,-597.67,-430.79,,-1626.88,-964.22,,-1019.65,-356.86,,,-208.23,-198.72,-669.5,-422.27,25,4.0,False,False,False,False,False,False,False
537816,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,False,False,False,False,False,False,False
585606,1,-705.58,-56.59,-1396.83,-636.46,-1002.26,563.88,,,-25.63,-1624.18,-317.77,3906.88,,-67.06,-6110.68,,,-531.78,-979.7,-611.41,,-1133.39,-426.85,-4660.12,,-61.78,,,-395.03,12,3.0,False,False,False,False,False,False,False
611572,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,False,False,False,False,False,False,False
623468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,False,False,False,False,False,False,False
566580,1,-81.43,-49.59,-584.72,,,19.13,,-2275.25,-103.7,,,3158.36,,,-3687.2,-1649.44,,,-1583.24,,,-1188.57,-106.88,-788.91,-1740.54,-221.39,-132.44,,,16,,False,False,False,False,False,False,False
477374,1,-330.65,-56.24,-710.23,,-2295.07,,,-897.96,-272.05,-715.96,-34.71,13703.4,-1045.51,-64.76,-333.32,,-24.56,-191.21,-692.91,-1136.23,,,-1198.06,-272.08,,,-146.83,-180.66,-622.83,38,,False,False,False,False,False,False,False
584457,1,-301.58,,-127.35,,-1347.57,326.38,,-1285.34,-61.59,-1488.77,-111.43,4963.3,-1088.44,-123.98,-2645.89,,-53.76,-2064.53,-137.73,-31.71,,-843.95,-736.57,,,,-383.6,,-594.22,37,3.0,False,False,False,False,False,False,False
464579,1,-1363.77,-1294.57,-1737.76,,-7921.31,,,-5666.86,-1574.64,-5352.39,-741.67,20352.5,-1900.95,-119.85,-5627.55,-1895.87,,,-9000.7,-1840.03,,,-6540.04,,,-950.28,,-1267.62,-4204.22,21,0.0,False,False,False,False,False,False,False
639642,1,-782.44,-553.99,-1451.89,,-2033.67,850.33,-907.2,-1965.25,-355.3,-854.36,,17549.4,-3262.45,-75.2,-3458.5,-419.38,-277.86,,-692.16,-1346.99,,,-1983.78,-450.07,,-8.34,,-1379.15,-1415.71,4,5.0,False,False,False,False,False,False,False
657526,1,-649.81,-377.67,-417.98,-864.13,-2152.02,,-3697.33,,-102.03,-432.71,-896.12,37449.4,-6893.61,,,-1444.46,-2708.62,-6387.94,-1237.39,-984.37,,-691.57,-7935.6,-317.61,,,,,-1133.34,33,1.0,False,False,False,False,False,False,False
536906,1,-165.42,-392.75,-158.92,,,115.42,,,-173.56,,-278.73,2614.97,-1525.27,,,-3283.68,,-852.11,-309.24,,-351.2,-166.04,-97.12,,-1844.96,-334.44,,-724.28,,30,5.0,False,False,False,False,False,False,False
546593,1,-1042.23,-679.18,-2378.14,,-6321.04,1878.82,,,-667.15,,-1102.59,7720.52,-4241.32,,,-5961.09,-1259.95,-4144.21,-1011.45,-1277.66,,,-1986.66,,-9245.31,,,-1527.56,,9,0.0,False,False,False,False,False,False,False
521673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,False,False,False,False,False,False,False
500336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,False,False,False,False,False,False,False
601496,1,-466.44,-513.06,-1078.45,,-1997.14,,,-1547.32,-430.54,,-111.51,8395.12,-483.42,-66.41,-1817.39,-468.27,-391.11,-875.81,-813.91,-331.23,-400.64,-1009.57,-206.88,,-4789.41,-47.31,,-168.6,,29,,False,False,False,False,False,False,False
655963,1,-1515.98,-3416.1,-2511.28,,,2502.66,,-5185.15,-905.62,,,109907.0,-7517.28,-524.95,-15436.2,-4425.31,-3230.1,-4569.15,-7064.27,,,-1483.75,-15948.0,-3952.68,-23697.1,-1960.36,-296.85,-3670.14,,2,0.0,False,False,False,False,False,False,True
596726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,False,False,False,False,False,False,False
579305,1,-902.26,-1704.0,-80.93,,,1119.39,,-2968.37,-709.81,-1610.81,-181.37,27376.1,-2358.23,-271.1,-17251.3,,-756.21,-2187.16,-5024.56,-4096.56,,-3014.6,-874.84,-14454.6,,-301.26,,-3210.12,-3653.69,10,0.0,False,False,False,False,False,False,False
571369,1,-1403.61,-2069.84,-2302.65,,-13236.0,7855.5,,,-580.13,-4328.33,,141744.0,,-1469.8,-39565.6,-1752.47,,,-6710.84,-4033.83,,-6237.13,-25968.1,-4412.93,,-1665.05,-1746.28,-2505.02,-5371.76,17,,False,False,False,False,False,False,True
544636,1,-408.08,-585.1,-362.15,-826.9,-1866.86,777.87,,-1823.33,-157.01,,-482.61,38582.0,-11603.1,-78.41,-1166.13,-1345.64,-266.98,,-781.41,-3506.07,,-1135.68,-7595.77,,-6870.03,-31.31,-648.85,,,23,3.0,False,False,False,False,False,False,False
558089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,False,False,False,False,False,False,False
636721,1,-569.33,-400.82,-983.64,,-1518.22,32.96,,,-240.67,,,13157.7,-646.98,-149.78,,,,-2841.47,-1862.42,-433.38,,-1235.58,486.33,-796.16,-1639.51,-44.14,,-252.2,,1,1.0,False,False,False,False,False,False,False
580237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,False,False,False,False,False
516393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,False,False,False,False,False,False,False
571670,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,False,False,False,False,False,False,False
492850,1,-380.93,-355.75,-311.58,,-1845.5,630.62,-500.25,-344.5,-49.18,-1243.11,-392.32,19821.5,-1663.24,-136.34,-10152.6,,-512.35,-2215.63,-1598.86,-15.21,,,-1039.37,,,,,,-734.04,32,3.0,False,False,False,False,False,False,False
459726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,False,False,False,False,False,False,False
595298,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,False,False,False,False,False,False,False
523927,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,False,False,False,False,False,False,False
580426,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,False,False,False,False,False,False,False
459381,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,False,False,False,False,False,False,False
466907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,False,False,False,False,False,False,False
527449,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,False,False,False,False,False,False,False
595581,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,False,False,False,False,False,False,False
616315,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,False,False,False,False,False,False,False
575030,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,False,False,False,False,False,False,False
503701,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,False,False,False,False,False,False,False
589943,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,False,False,False,False,False,False,False
632961,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,False,False,False,False,False,False,False
571970,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,False,False,False,False,False,False,False
577992,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,False,False,False,False,False,False,False
473173,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,False,False,False,False,False,False,False
621924,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,False,False,False,False,False,False,False
567195,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,False,False,False,False,False,False,False
552988,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,False,False,False,False,False,False,False
620120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,False,False,False,False,False,False,False
510031,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,False,False,False,False,False,False,False
642329,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,False,False,False,False,False,False,False
537281,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,False,False,False,False,False,False,False
520660,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,False,False,False,False,False,False,False
644226,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,False,False,False,False,False,False,False
536346,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,False,False,False,False,False,False,False
630626,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,False,False,False,False,False,False,False
503218,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,False,False,False,False,False,False,False
640784,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,False,False,False,False,False,False,False
606730,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,False,False,False,False,False,False,False
655265,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,False,False,False,False,False,False,False
585417,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,False,False,False,False,False,False,False
557626,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,False,False,False,False,False,False,False
499177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,False,False,False,False,False,False,False
629826,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,False,False,False,False,False,False,False
482579,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,False,False,False,False,False,False,False
590595,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,False,False,False,False,False,False,False
492039,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,False,False,False,False,False,False,False
605235,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,False,False,False,False,False,False,False
461577,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,False,False,False,False,False,False,False
588802,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,False,False,False,False,False,False,False
638734,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,False,False,False,False,False,False,False
618398,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,False,False,False,False,False,False,False
561157,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,False,False,False,False,False,False,False
657173,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,False,False,False,False,False,False,False
499467,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,False,False,False,False,False,False,False
625756,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,False,False,False,False,False,False,False
509607,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,False,False,False,False,False,False,False
616453,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,False,False,False,False,False,False,False
