NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
572500,1,-700.53,-641.58,-738.61,,-3911.79,1159.04,-5943.88,,-383.8,-882.79,-46.96,51196.7,-4629.67,,,-2294.22,,-4768.16,-740.52,-1343.19,,-822.21,-9152.25,,-5753.58,-292.77,,-1681.2,-840.7,38,5,False,False,False,False,False,False,True
500192,1,-600.77,-800.07,-1273.9,,-1416.25,,,,-187.31,-1412.45,-190.22,32952.3,-4057.38,,-8324.86,-2360.52,,-1887.48,-1204.43,-544.58,,-423.8,-5660.32,-432.09,-6299.47,-454.98,,-103.67,-226.55,13,5,False,False,False,False,False,False,False
480268,1,-477.33,-351.96,-1676.06,-525.2,-2449.41,,-2102.52,,-400.9,-1304.96,-561.13,9172.64,-1192.07,,-4860.24,-73.15,-183.0,,-1351.64,-162.96,,-468.21,-652.59,-903.74,-4221.44,-300.64,,-173.27,-1162.64,25,5,False,False,False,False,False,False,False
516694,1,-130.26,-503.52,-2505.69,,-934.12,396.34,,-3171.08,-535.37,,-166.46,38911.2,-2424.6,,-3546.45,-406.0,-1604.15,,-2869.86,-2386.26,,-2542.51,-10411.7,-2394.68,-5328.94,-462.89,,-913.89,,39,5,False,False,False,False,False,False,False
615605,1,-248.26,,-1566.8,,-2528.76,,,-2158.66,-238.43,,-593.23,12527.4,-1494.73,,-4185.24,,-100.49,-315.42,-36.91,-766.02,,-119.89,-1143.99,-34.21,-3205.39,-380.74,,-1035.2,,24,5,False,False,False,False,False,False,False
480375,1,-635.24,-686.34,-126.21,,-207.26,,,-2973.16,-77.9,,-1065.67,40424.3,-6312.99,-36.32,-6340.75,,,-1346.23,-1359.39,,,,-5842.82,,-5505.81,-636.82,,-1829.81,,35,5,False,False,False,False,False,False,False
638752,1,-244.71,-505.38,-1852.31,,-1810.71,,,-1314.73,-370.5,-813.05,,16792.6,-5387.54,-55.14,,-1758.1,,,-2309.44,,,-48.73,839.59,-294.01,-2183.25,-329.71,,,-985.16,10,5,False,False,False,False,False,False,False
463126,1,-681.13,-687.31,-2823.4,,-1475.35,,,-1318.86,-185.12,,-513.89,13620.4,-689.08,-116.51,,,,-914.43,-1791.04,-250.07,,-613.05,-391.34,-610.22,,-152.48,,-801.12,,18,,False,False,False,False,False,False,False
594766,1,-755.64,-720.0,-929.24,,,3626.51,-3274.32,-1197.38,-219.0,-1.96,,40989.6,-9629.26,-62.94,-6003.4,-1360.45,-224.47,-3062.33,-3250.16,-3672.06,,-610.11,-7616.24,-2124.95,-6016.19,-269.76,,-2846.18,-835.36,9,3,False,False,False,False,False,False,False
561312,1,-229.02,-486.68,-1158.45,,-2039.21,,-3065.84,-614.91,-47.8,-2471.69,-199.56,29980.5,-742.9,,-1448.68,,-673.95,,-5233.36,-616.2,,-675.31,-3185.18,-1104.68,-2960.76,-65.17,,,-1603.26,27,,False,False,False,False,False,False,False
546999,1,-665.85,-560.55,-599.23,,-511.35,,,-2315.68,-308.64,,,14682.4,-2832.03,-79.65,-3921.66,,-18.88,-193.75,-3802.45,-203.09,,-2049.9,-852.05,,-4742.28,,,,,34,3,False,False,False,False,False,False,False
