NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
604223,1,-420.24,-255.58,-284.56,-741.63,-407.71,16.96,,-1507.81,-98.06,,-77.06,14373.1,-437.25,-65.1,-6313.93,,-462.17,-542.94,-1258.15,,,-1365.56,-1760.28,,,-68.06,,,,382,,False,False,False,False,False,False,False
512397,1,-1987.08,-1423.0,-9924.48,,,,-8401.68,-6504.88,-686.64,-1762.46,-1464.42,65037.8,-9761.02,-45.58,-22137.2,-1478.98,,,-5681.62,-12616.1,-2509.58,-642.86,-8777.72,-4975.64,-12213.56,-1826.34,-2238.26,-2361.32,-3968.66,139,2.0,False,False,False,False,False,False,True
569820,1,-629.72,-808.95,-97.31,,-3718.44,1702.37,,-3093.55,-87.4,,-647.27,202871.0,-2942.39,-604.29,-7133.86,,-2682.75,-5383.92,-3574.6,-2875.99,-534.52,,-73919.0,-6704.79,-8464.39,-1512.55,-273.24,-1345.06,,190,3.0,False,False,False,False,False,False,True
647035,1,-567.05,-499.71,-1097.84,,-2394.64,670.37,-2282.98,-1644.06,-270.51,-484.52,-411.36,15932.0,-2047.38,-3.13,-3046.93,-2171.88,-452.86,,-2691.14,-398.1,,-1409.63,-1452.55,-528.88,,-174.09,,,-183.33,45,3.0,False,False,False,False,False,False,False
583168,1,-582.54,-281.32,-619.96,,,330.3,,-1223.02,-176.67,-1813.6,-535.11,6109.31,-212.41,-16.42,,-1470.09,-322.46,,-1137.87,,,-1239.09,383.12,-3219.77,,-734.8,,,-452.07,172,3.0,False,False,False,False,False,False,False
552886,1,-146.38,-121.02,-2693.97,,-2781.04,2190.1,-1423.03,-3290.14,-297.79,-430.59,,14566.1,,-90.32,,-245.5,-13.54,,-1248.29,-281.16,,-2079.4,-3161.85,-1571.22,,-389.08,,,-937.82,204,,False,False,False,False,False,False,False
645164,1,-217.27,-658.25,-72.16,,-4266.59,1710.28,,-510.63,-280.48,,-625.48,22354.7,-2907.48,,-933.97,-267.41,-1013.7,-1149.13,-2321.71,-1897.51,,-467.53,-2354.96,-710.93,-4759.02,-1.31,,,,55,3.0,False,False,False,False,False,False,False
575134,1,-474.14,-152.47,-58.96,,-1918.52,,,-947.05,-67.51,,-63.39,5359.57,-702.71,,,-1491.32,,-675.8,-774.96,,-457.9,-300.52,-1212.91,,-2345.53,-513.68,,,,180,,False,False,False,False,False,False,False
463267,1,-523.72,-249.59,-869.01,,-1001.31,197.48,,-347.3,-52.32,,-90.73,1338.41,,,,,-250.18,-384.1,-344.19,-117.9,-358.77,,-431.6,,-1897.62,-202.21,,,,318,,False,False,False,False,False,False,False
512428,1,-472.89,-38.85,-207.76,,-767.19,,,-238.9,-383.41,,-120.98,6048.62,-785.16,-60.12,-1551.13,-4813.13,,-152.39,-4862.12,,,-82.11,1983.58,-4327.29,-2415.27,-413.12,,-366.07,,135,3.0,False,False,False,False,False,False,False
522971,1,-526.1,-359.72,-2701.62,,,1772.89,,-2660.81,-45.71,,-145.41,16699.8,-531.38,-17.44,-4879.3,-1033.43,-41.83,,-1181.15,,,,-1987.67,-162.45,-247.31,-515.29,,-422.42,,17,3.0,False,False,False,False,False,False,False
519300,1,-677.81,-237.84,-1028.61,,-1406.95,637.26,,-419.26,-183.47,-282.98,,23279.0,-2519.18,-186.76,-8872.69,,-1158.55,,-769.17,,-1148.17,,-3020.59,-51.42,,-103.29,-378.14,-854.81,-660.68,356,,False,False,False,False,False,False,False
595304,1,-252.1,-530.47,-1570.29,,-2981.34,1063.19,-1460.9,-143.07,-45.25,-235.26,,15946.8,-2017.82,-5.4,-6408.28,-160.41,,,-1079.32,-483.89,,-1712.25,-1180.13,,,,-589.73,-289.03,-1297.79,237,,False,False,False,False,False,False,False
568819,1,-26.67,,-468.63,,-1356.72,531.44,,-1428.72,-174.46,-381.17,-307.97,7263.13,,-18.1,-2889.73,-1354.3,,-1272.51,-902.27,-31.17,,-89.46,-59.94,-1478.67,,-197.85,,-781.84,-634.41,191,3.0,False,False,False,False,False,False,False
564244,1,-710.06,-272.0,-1931.85,,,199.18,-3777.48,-2301.59,-409.05,-250.49,-399.01,29117.4,-2429.28,-184.51,,-1268.31,-135.87,-2964.36,-1953.16,-964.92,,,-970.21,-1412.64,,-282.02,,-757.27,-2013.94,193,3.0,False,False,False,False,False,False,False
622100,1,-240.81,-511.25,-271.98,-624.28,-2027.13,,-1343.58,-2592.56,-381.13,-494.04,-235.84,29698.8,-3886.69,,,-255.51,-495.81,-790.54,-2954.33,-310.17,,,-3166.35,-415.45,,-112.25,-542.64,-993.9,-227.38,103,,False,False,False,False,False,False,False
560560,1,-139.84,-145.07,-650.77,,-1305.36,50.33,,,-91.4,,-170.59,933.56,,-114.28,-3782.52,,,-1446.84,-2149.84,-707.16,,-774.69,-685.43,,-1179.76,,-34.21,-613.43,,325,,False,False,False,False,False,False,False
514105,1,-558.4,-368.95,-310.37,,,1533.45,-1279.41,-438.06,-210.28,-425.45,,11192.4,-1771.17,-228.06,-1742.29,-331.51,-216.86,-1190.87,-491.78,,,-44.86,-608.44,-1521.81,,-310.98,-362.24,-68.55,-986.55,106,3.0,False,False,False,False,False,False,False
642530,1,-283.21,-39.81,-1234.46,,-201.9,,-1018.73,-2243.85,-105.9,-1285.68,-6.94,10692.1,-1775.55,-45.97,,-462.35,,-781.77,-222.74,-206.46,,-1010.61,-106.03,-668.75,,-63.93,-346.08,-802.99,-449.68,295,,False,False,False,False,False,False,False
494971,1,-652.2,-335.22,-2677.68,,-797.39,1402.16,,-3229.37,-158.67,-409.98,-556.97,30543.8,-2643.6,-57.71,-3323.54,,-1042.68,,-2767.7,,,,-5430.6,-972.81,,-415.88,-888.68,,-53.01,36,3.0,False,False,False,False,False,False,False
486018,1,-262.5,-192.21,-131.24,,-1679.6,,,-358.27,-192.96,,-34.13,2265.51,-267.07,-46.46,-1281.97,-3354.99,-249.09,-646.57,-431.67,-475.52,,-430.54,-1167.15,-151.36,-1102.85,-216.03,-21.29,-697.04,,67,3.0,False,False,False,False,False,False,False
543206,1,-273.23,-409.14,-2070.22,,,205.24,,-1485.48,-202.54,-521.07,-543.19,10782.0,-1024.99,-273.15,-3546.72,,-544.85,-2872.68,-535.7,-1434.99,-656.34,,-1917.1,,,-318.03,,-468.01,-590.74,215,3.0,False,False,False,False,False,False,False
619845,1,-406.72,-287.62,-608.81,,,,,-300.83,-52.56,,,5693.55,-279.44,,-624.24,-1170.52,-437.56,-570.78,-704.86,-791.31,,-710.38,25.75,-1194.95,-4436.85,-590.39,,-241.5,,99,3.0,False,False,False,False,False,False,False
476924,1,-578.71,-449.49,-667.91,,-312.85,25.98,,-1024.06,-31.72,-1187.61,,3034.04,,,-1486.29,-904.16,,-454.47,-782.14,-237.9,,-643.05,101.01,-732.04,,,-68.55,-671.35,-512.99,145,,False,False,False,False,False,False,False
629492,1,-261.02,-329.45,-1815.29,-1296.46,-731.82,,,-7259.21,-564.87,-1475.91,-249.72,23929.4,-16673.3,-131.43,-9981.3,-590.75,-1910.6,,-1979.8,,-490.41,,433.59,,,-109.15,-559.03,-654.76,-1903.58,75,3.0,False,False,False,False,False,False,False
648504,1,-438.91,-651.18,-513.33,,-372.15,447.21,,-797.52,-131.51,-1571.86,-795.71,20465.8,-3435.48,-71.37,-6249.47,,-6.26,-1255.94,-1553.21,-637.94,,-16.04,-1290.46,,,,-415.62,,-863.13,39,3.0,False,False,False,False,False,False,False
604993,1,-628.92,-337.84,-677.86,,-840.55,339.7,,-1504.22,-87.53,-340.72,-180.97,4906.73,,,-1452.98,,,-792.25,-29.39,,,,203.95,,,-325.97,,-506.22,-490.31,269,,False,False,False,False,False,False,False
502465,1,-345.45,-63.13,-479.37,,-1493.67,,,-328.36,-214.97,-654.09,-341.28,20559.2,-4717.52,-164.65,-1932.26,-525.61,-607.44,-3226.67,-1811.06,-3043.99,,,-4314.74,-394.09,,-536.32,,-578.01,-685.53,434,,False,False,False,False,False,False,False
464556,1,-381.8,-248.02,-774.55,-599.38,-1693.99,1807.72,,-1213.02,-309.23,,-767.06,16702.5,-1556.43,,-5453.12,-974.3,,-229.32,-1637.36,-730.07,,-711.05,673.45,-1436.6,-4393.07,-312.9,,-270.26,,425,,False,False,False,False,False,False,False
602336,1,-335.24,-1030.12,-3703.27,,-3391.72,3907.47,-6864.35,,-332.61,-2328.06,,239683.0,-28221.7,,-4139.22,,-503.25,-6901.35,-822.69,-2835.44,,,-50043.7,-851.96,,-443.26,,-1764.26,-2292.66,393,,False,False,False,False,False,False,True
479290,1,-398.49,-241.12,-602.31,,,,,-353.1,-59.41,,-214.5,3017.36,-1972.75,-82.93,,-1044.56,,,-2128.91,,,,-392.26,,-3012.08,-177.27,-31.68,,,376,,False,False,False,False,False,False,False
598639,1,-432.08,-191.28,-974.75,,-362.72,,,-306.06,-156.4,,-182.17,4969.55,-641.63,,,,,-499.81,-503.59,-764.63,,-259.48,505.71,-2200.51,-4087.92,-352.28,-409.78,,,148,,False,False,False,False,False,False,False
