Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
619322,3,590442,1735785946,17.0,,,,,,
594308,0,549840,1735795256,1.0,,,,,,
524153,3,629769,1735997522,4.0,,,,,,
524153,3,461577,1736139590,1923.0,,,,,,
619322,3,547205,1736324162,242.0,,,,,,
483784,0,631903,1736665125,1.0,,,,,,
619322,2,549891,1737134676,6663.0,,,,,,
524153,3,632485,1737354611,108.0,,,,,,
549840,0,619322,1737363604,1.0,,,,,,
619322,6,657173,1737676800,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0
619322,6,657173,1737676800,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0
619322,6,657173,1737676800,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0
619322,6,657173,1737676800,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0
619322,6,657173,1737676800,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0
594308,1,477657,1737742809,1.0,2.0,4.0,-24.1761,93.8902,-1.17279,-170.646
524153,2,620947,1738805932,821.0,,,,,,
524153,3,492039,1738831946,1.0,,,,,,
594308,6,616453,1738972800,1.0,2.0,5.0,-22.0,91.0,22.0,156.0
594308,6,616453,1738972800,1.0,2.0,5.0,-22.0,91.0,22.0,156.0
594308,6,616453,1738972800,1.0,2.0,5.0,-22.0,91.0,22.0,156.0
594308,6,616453,1738972800,1.0,2.0,5.0,-22.0,91.0,22.0,156.0
594308,6,616453,1738972800,1.0,2.0,5.0,-22.0,91.0,22.0,156.0
524153,3,483999,1739091895,39.0,,,,,,
524153,3,644754,1740193858,72.0,,,,,,
524153,3,525263,1740369624,719.0,,,,,,
483784,1,619322,1740388752,1.0,0.0,3.0,32.2503,-40.4067,-24.2286,-111.12899999999999
477657,6,616453,1740614400,0.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1740614400,0.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1740614400,0.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1740614400,0.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1740614400,0.0,0.0,5.0,33.0,-41.0,22.0,156.0
619322,3,532852,1741174956,1927.0,,,,,,
477657,6,625756,1741392000,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
477657,6,625756,1741392000,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
477657,6,625756,1741392000,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
477657,6,625756,1741392000,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
477657,6,625756,1741392000,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
524153,3,517649,1741998160,165.0,,,,,,
619322,6,509607,1742342400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1742342400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1742342400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1742342400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1742342400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
524153,3,587437,1742438171,85.0,,,,,,
619322,2,549891,1742639806,520.0,,,,,,
524153,3,623736,1743121453,198.0,,,,,,
631903,2,493358,1743266896,427.0,,,,,,
477657,6,616453,1743292800,0.0,4.0,5.0,1.0,-165.0,22.0,156.0
477657,6,616453,1743292800,0.0,4.0,5.0,1.0,-165.0,22.0,156.0
477657,6,616453,1743292800,0.0,4.0,5.0,1.0,-165.0,22.0,156.0
477657,6,616453,1743292800,0.0,4.0,5.0,1.0,-165.0,22.0,156.0
477657,6,616453,1743292800,0.0,4.0,5.0,1.0,-165.0,22.0,156.0
483784,1,561819,1743610337,1.0,0.0,1.0,32.2503,-40.4067,-27.4766,-14.6148
483784,6,561157,1743638400,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
483784,6,561157,1743638400,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
483784,6,561157,1743638400,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
483784,6,561157,1743638400,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
483784,6,561157,1743638400,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
619322,6,509607,1743984000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1743984000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1743984000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1743984000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
619322,6,509607,1743984000,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0
477657,1,561819,1743997867,1.0,4.0,1.0,-1.17279,-170.646,-27.4766,-14.6148
619322,1,530990,1744280444,1.0,3.0,3.0,-24.2286,-111.12899999999999,-25.0313,-110.738
524153,3,643087,1744437172,8.0,,,,,,
619322,3,569044,1744768559,1.0,,,,,,
524153,3,556592,1744976627,11.0,,,,,,
619322,6,616453,1745193600,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
619322,6,616453,1745193600,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
619322,6,616453,1745193600,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
619322,6,616453,1745193600,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
619322,6,616453,1745193600,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0
594308,1,631903,1745389258,1.0,2.0,5.0,-24.1761,93.8902,25.5535,153.235
594308,6,509607,1746403200,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
594308,6,509607,1746403200,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
594308,6,509607,1746403200,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
594308,6,509607,1746403200,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
594308,6,509607,1746403200,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
483784,1,549840,1746598720,1.0,0.0,5.0,32.2503,-40.4067,22.5232,151.855
524153,3,585589,1747824486,278.0,,,,,,
619322,3,579218,1747888856,155.0,,,,,,
524153,0,594308,1747958775,1.0,,,,,,
524153,0,530990,1748147452,1.0,,,,,,
573137,1,530990,1748650138,1.0,4.0,3.0,0.25945100000000004,-165.576,-25.0313,-110.738
524153,3,567281,1749095701,934.0,,,,,,
573137,0,594308,1749183850,1.0,,,,,,
619322,3,624532,1749284644,80.0,,,,,,
631903,2,493358,1749882263,1056.0,,,,,,
561819,2,499177,1750042845,1.0,,,,,,
483784,6,561157,1750204800,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0
483784,6,561157,1750204800,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0
483784,6,561157,1750204800,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0
483784,6,561157,1750204800,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0
483784,6,561157,1750204800,-1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0
619322,6,625756,1750636800,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
619322,6,625756,1750636800,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
619322,6,625756,1750636800,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
619322,6,625756,1750636800,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
619322,6,625756,1750636800,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0
483784,6,561157,1750809600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1750809600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1750809600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1750809600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1750809600,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
477657,6,616453,1750809600,1.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1750809600,1.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1750809600,1.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1750809600,1.0,0.0,5.0,33.0,-41.0,22.0,156.0
477657,6,616453,1750809600,1.0,0.0,5.0,33.0,-41.0,22.0,156.0
524153,3,605235,1751197464,1.0,,,,,,
561819,2,499177,1751762418,1.0,,,,,,
524153,3,641131,1752733903,439.0,,,,,,
477657,6,499467,1752796800,5.0,4.0,2.0,1.0,-165.0,-22.0,91.0
477657,6,499467,1752796800,5.0,4.0,2.0,1.0,-165.0,-22.0,91.0
477657,6,499467,1752796800,5.0,4.0,2.0,1.0,-165.0,-22.0,91.0
477657,6,499467,1752796800,5.0,4.0,2.0,1.0,-165.0,-22.0,91.0
477657,6,499467,1752796800,5.0,4.0,2.0,1.0,-165.0,-22.0,91.0
594308,1,549840,1752834653,1.0,2.0,5.0,-24.1761,93.8902,22.5232,151.855
549840,0,477657,1752911807,1.0,,,,,,
477657,1,619322,1753320614,1.0,4.0,3.0,-1.17279,-170.646,-24.2286,-111.12899999999999
524153,3,654641,1753335050,964.0,,,,,,
619322,2,549891,1754553652,33.0,,,,,,
530990,1,561819,1754979175,1.0,3.0,1.0,-25.0313,-110.738,-27.4766,-14.6148
530990,1,561819,1755209215,1.0,3.0,1.0,-25.0313,-110.738,-27.4766,-14.6148
524153,3,620076,1755572746,877.0,,,,,,
631903,0,524153,1755652375,1.0,,,,,,
561819,2,499177,1755690030,1.0,,,,,,
631903,0,530990,1755928275,1.0,,,,,,
619322,3,492039,1755994842,1.0,,,,,,
524153,3,652996,1756110270,76.0,,,,,,
619322,0,631903,1756124473,1.0,,,,,,
594308,0,631903,1756463927,1.0,,,,,,
524153,3,558930,1756520450,393.0,,,,,,
561819,3,469675,1756780580,99.0,,,,,,
619322,6,657173,1756857600,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
619322,6,657173,1756857600,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
619322,6,657173,1756857600,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
619322,6,657173,1756857600,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
619322,6,657173,1756857600,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
483784,0,549840,1758280859,1.0,,,,,,
524153,3,657035,1758809730,2116.0,,,,,,
524153,3,590595,1759039231,309.0,,,,,,
631903,2,493358,1759113603,74.0,,,,,,
524153,3,529694,1759129934,390.0,,,,,,
594308,6,561157,1759276800,4.0,2.0,0.0,-22.0,91.0,33.0,-41.0
594308,6,561157,1759276800,4.0,2.0,0.0,-22.0,91.0,33.0,-41.0
594308,6,561157,1759276800,4.0,2.0,0.0,-22.0,91.0,33.0,-41.0
594308,6,561157,1759276800,4.0,2.0,0.0,-22.0,91.0,33.0,-41.0
594308,6,561157,1759276800,4.0,2.0,0.0,-22.0,91.0,33.0,-41.0
483784,6,561157,1759795200,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1759795200,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1759795200,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
483784,6,561157,1759795200,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0
