Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
570284,0,595104,1744212133,1.0,-1,-1,,,,
570284,0,595104,1745003316,1.0,-1,-1,,,,
570284,0,595104,1745228265,1.0,-1,-1,,,,
570284,0,595104,1745634001,1.0,-1,-1,,,,
570284,0,595104,1751639066,1.0,-1,-1,,,,
570284,0,595104,1753785402,1.0,-1,-1,,,,
570284,0,595104,1756029644,1.0,-1,-1,,,,
570284,0,595104,1745356347,1.0,-1,-1,,,,
570284,0,595104,1747018616,1.0,-1,-1,,,,
570284,0,595104,1747772133,1.0,-1,-1,,,,
570284,0,595104,1748780004,1.0,-1,-1,,,,
570284,0,595104,1757233309,1.0,-1,-1,,,,
570284,0,595104,1758995063,1.0,-1,-1,,,,
570284,0,595104,1759826783,1.0,-1,-1,,,,
570284,0,595104,1760315530,1.0,-1,-1,,,,
595104,0,570284,1741082204,1.0,-1,-1,,,,
595104,0,570284,1742949165,1.0,-1,-1,,,,
595104,0,570284,1742942193,1.0,-1,-1,,,,
595104,0,570284,1742284292,1.0,-1,-1,,,,
595104,0,570284,1739817305,1.0,-1,-1,,,,
595104,0,570284,1741026340,1.0,-1,-1,,,,
595104,0,570284,1740138997,1.0,-1,-1,,,,
595104,0,570284,1740969326,1.0,-1,-1,,,,
595104,0,570284,1745254947,1.0,-1,-1,,,,
595104,0,570284,1750496143,1.0,-1,-1,,,,
595104,0,570284,1749237039,1.0,-1,-1,,,,
595104,0,570284,1747196466,1.0,-1,-1,,,,
595104,0,570284,1745375212,1.0,-1,-1,,,,
595104,0,570284,1748715888,1.0,-1,-1,,,,
595104,0,570284,1757923004,1.0,-1,-1,,,,
595104,0,570284,1757133421,1.0,-1,-1,,,,
595104,0,570284,1751748135,1.0,-1,-1,,,,
595104,0,570284,1745316468,1.0,-1,-1,,,,
595104,0,570284,1754006610,1.0,-1,-1,,,,
595104,0,570284,1755209739,1.0,-1,-1,,,,
595104,0,570284,1756715918,1.0,-1,-1,,,,
595104,0,570284,1754477229,1.0,-1,-1,,,,
475272,1,570284,1751612216,1.0,5,5,22.0664,157.024,20.5757,157.327
488673,1,570284,1764315763,1.0,3,5,-25.7888,-110.833,20.5757,157.327
483180,0,570284,1745420581,1.0,-1,-1,,,,
457661,1,570284,1745922659,1.0,3,5,-23.8008,-110.64200000000001,20.5757,157.327
490111,0,570284,1765190421,1.0,-1,-1,,,,
496960,0,570284,1763805241,1.0,-1,-1,,,,
462550,0,570284,1753490774,1.0,-1,-1,,,,
491008,1,570284,1748544108,1.0,3,5,-24.349,-110.984,20.5757,157.327
483717,0,570284,1751343935,1.0,-1,-1,,,,
497153,1,570284,1742088696,1.0,5,5,22.8053,157.629,20.5757,157.327
483861,1,570284,1737610579,1.0,3,5,-25.9386,-110.897,20.5757,157.327
501139,1,570284,1752366364,1.0,5,5,23.9218,157.741,20.5757,157.327
497828,0,570284,1746059284,1.0,-1,-1,,,,
459366,1,570284,1757982331,1.0,3,5,-24.5387,-110.913,20.5757,157.327
