templateID,candidateID,demographicsCosine,travelJaccard,glEmail-undir5,glPhone-undir5,dtwAllEdges,dtwCommunication,dtwTravel
0,457661,0.40819380166723274,,0.047619039999999946,0.047619039999999946,3.231719454491236e-163,0.1920738428602685,
0,457891,0.2733696086301377,,0.047619039999999946,0.047619039999999946,0.21384358019434793,0.08333333333333333,
0,458011,0.4752938731044037,,1.0,1.0,3.231719454491236e-163,0.1920738428602685,
0,458197,0.23059308097180437,,0.09523809999999999,0.09523809999999999,3.231719454491236e-163,0.1920738428602685,
0,458412,0.22793220571002548,,0.14285713,0.14285713,0.18343854015863365,0.1920738428602685,
0,458431,0.26250305594955303,,0.14285713,0.14285713,0.23035404344656715,0.1920738428602685,
0,459366,0.0958828434703376,,0.33333330000000005,0.33333330000000005,0.22941573387056177,0.1920738428602685,
0,459404,0.6689894179286873,,0.19047619999999998,0.19047619999999998,0.22941573387056177,0.1920738428602685,
0,459639,0.3500150305244615,,0.047619039999999946,0.047619039999999946,0.11931643096773531,0.1920738428602685,
0,459832,0.5690992682568999,,0.09523809999999999,0.09523809999999999,3.231719454491236e-163,0.1920738428602685,
0,460146,0.19063240394820974,,0.047619039999999946,0.047619039999999946,0.2284735708184952,0.08333333333333333,
0,460233,0.2409885756162426,,0.19047619999999998,0.19047619999999998,3.231719454491236e-163,0.1920738428602685,
0,460381,0.5402384230085517,,0.047619039999999946,0.047619039999999946,3.231719454491236e-163,0.1920738428602685,
0,460470,0.2645872911641335,,0.0,0.0,0.08563824228606295,0.08333333333333333,
0,460784,0.24280565080082583,,0.14285713,0.14285713,3.231719454491236e-163,0.1920738428602685,
0,460986,0.2594803333279986,,0.19047619999999998,0.19047619999999998,3.231719454491236e-163,0.39308254716902513,
0,461401,0.38905378276293406,,0.14285713,0.14285713,0.25691472685818884,0.1920738428602685,
0,461884,0.385055670101067,,0.09523809999999999,0.09523809999999999,3.231719454491236e-163,0.1920738428602685,
0,461990,0.12374959694142063,,0.09523809999999999,0.09523809999999999,3.231719454491236e-163,0.1920738428602685,
0,462275,0.23714821536815422,,0.09523809999999999,0.09523809999999999,0.18461068333210062,0.1920738428602685,
0,462318,0.33263122695356573,,0.09523809999999999,0.09523809999999999,3.231719454491236e-163,0.1920738428602685,
0,462447,0.17991629800923303,,0.42857140000000005,0.42857140000000005,0.19594685057048017,0.1920738428602685,
0,462543,0.35212376878935103,,0.047619039999999946,0.047619039999999946,3.231719454491236e-163,0.1920738428602685,
0,462550,0.25602505056203945,,0.14285713,0.14285713,0.11749469908920936,0.1920738428602685,
0,462865,0.17678056032612893,,0.23809519999999995,0.23809519999999995,3.231719454491236e-163,0.1920738428602685,
0,463126,0.30064639298220663,,0.14285713,0.14285713,3.231719454491236e-163,0.1920738428602685,
0,463414,0.6424952004695657,,0.14285713,0.14285713,0.14239417153198822,0.1920738428602685,
0,463460,0.11750039018066843,,0.09523809999999999,0.09523809999999999,3.231719454491236e-163,0.1920738428602685,
0,463669,0.4725547754692952,,0.19047619999999998,0.19047619999999998,3.231719454491236e-163,0.1920738428602685,
0,463899,0.2798088183246996,,0.33333330000000005,0.33333330000000005,0.19594685057048017,0.1920738428602685,
0,463940,0.22016435215406704,,0.47619045000000004,0.47619045000000004,3.231719454491236e-163,0.1920738428602685,
0,464277,0.3193806228942737,,0.047619039999999946,0.047619039999999946,3.231719454491236e-163,0.1920738428602685,
0,464534,0.12247057446387277,,0.19047619999999998,0.19047619999999998,0.14390103012520716,0.1920738428602685,
0,465179,0.2674055394994732,,0.047619039999999946,0.047619039999999946,0.11931643096773531,0.1920738428602685,
0,465480,0.5352444127188953,,0.14285713,0.14285713,0.088121024316907,0.1920738428602685,
0,465504,0.27903623694906005,,0.23809519999999995,0.23809519999999995,3.231719454491236e-163,0.1920738428602685,
0,466152,0.10758491198756664,,0.14285713,0.14285713,3.231719454491236e-163,0.1920738428602685,
0,466231,0.19603851217570067,,0.23809519999999995,0.23809519999999995,3.231719454491236e-163,0.1920738428602685,
