templateID,candidateID,demographicsCosine,travelJaccard,dtwAllEdges,dtwCommunication,dtwTravel
0,456759,0.1500990740149657,,0.1022981759140097,0.45202535667473687,
0,456760,0.22258769307468984,,0.0812705758683479,0.19611613513818404,
0,457397,0.07340933594749505,,0.049008001209349464,0.16984155512168936,
0,457699,0.2661264989793708,,0.06143478075847308,0.17677669529663687,
0,459691,0.15406878807464952,,0.047225291629563716,0.15504341823651058,
0,461245,0.1580307713322862,,0.05400418707517381,0.45202535667473687,
0,463126,0.30064639298220663,,0.0381867268933223,0.19611613513818404,
0,476124,0.44106679892885237,,1.4262672881030038e-163,0.45202535667473687,
0,477769,0.3053685619125016,,0.037046566700654676,0.19611613513818404,
0,479204,0.47776073649552653,,0.0997509336107633,0.18988863132818753,
0,480268,0.30639549153247553,,0.0381867268933223,0.19611613513818404,
0,480375,0.4268083667836247,,0.0320832678857616,0.16261090889699772,
0,482973,0.1456843503935989,,1.4262672881030038e-163,0.45202535667473687,
0,494508,0.3732481266223241,,0.08979494759059711,0.12009611535381534,
0,494556,0.750304899839414,,0.06349461635760184,0.19611613513818404,
0,497185,0.2358425548099296,,0.07292623947651468,0.45202535667473687,
0,500192,0.3334163854217996,,0.06992386124628935,0.16984155512168936,
0,508951,0.16380653901812242,,0.08883454620675349,0.45202535667473687,
0,516694,0.2724776626434915,,0.0381867268933223,0.19611613513818404,
0,519424,0.18331179933658592,,0.125289166303398,0.3325310858805881,
0,536715,0.629057441656913,,0.0893160377887362,0.45202535667473687,
0,536893,0.13083142035275924,,0.06483149172614569,,
0,545850,0.19828705632953603,,1.4262672881030038e-163,0.45202535667473687,
0,546999,0.10671373182091104,,0.18219793775699747,0.1834498464263357,
0,547661,0.18759821650461694,,0.07174036793289892,0.19611613513818404,
0,551810,0.3894719155864876,,0.0674257691503316,0.35355339059327373,
0,558277,0.16060206331833987,,0.0381867268933223,0.19611613513818404,
0,559042,0.2997259964613058,,0.14437470548592723,0.15504341823651058,
0,561312,0.25636847376126426,,0.0320832678857616,0.16261090889699772,
0,566386,0.23503007143601723,,0.08835043063415533,0.18988863132818753,
0,568093,0.5486467103407693,,0.2469578154971014,0.09805806756909202,
0,572500,0.542620449987974,,0.055569850050982014,0.29005967555766077,
0,581406,0.6936053960661424,,0.044417273103376745,0.25,
0,584811,0.005432471273096817,,0.1006071805054548,0.16984155512168936,
0,593266,0.24782074519724345,,0.06073264591899915,0.16984155512168936,
0,594766,0.3249672978981067,,0.037046566700654676,0.18988863132818753,
0,597992,0.22311602811391218,,0.039293817800568995,0.45202535667473687,
0,598220,0.43769278426914787,,0.12004459627660707,0.45202535667473687,
0,599441,0.14810342542792726,,0.11641703067001109,0.1386750490563073,
0,600329,0.692094889436122,,0.0381867268933223,0.19611613513818404,
0,612378,0.24823236848436064,,0.0812705758683479,0.45202535667473687,
0,615605,0.3089229583087444,,0.0723357338918106,0.37977726265637507,
0,629627,0.08411495111819212,,0.17127778089857992,0.17677669529663687,
0,634283,0.3632391832453915,,0.1193279057143606,0.16261090889699772,
0,634303,0.1913555545453811,,0.07913150116038732,0.16261090889699772,
0,636990,0.7679647691384273,,0.06416653577152322,0.2773500981126146,
0,638752,0.21610059363855133,,0.08179660450466159,0.4302280254076364,
0,645393,0.18815441341119904,,0.18935471138843024,0.14708710135363803,
0,646838,0.19641890694079261,,0.05156663846027762,0.19611613513818404,
