templateID,candidateID,demographicsCosine,travelJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
86,534034,,1.0,0.05773502691896257,,,,,,0.6249897648370613,0.3399929814503277,,,0.15430334996209194,False,False,False,False,False,False,False,False,5,4,0.0
84,542965,,0.0,0.0,,,,,,1.0,1.0,,,0.0,False,False,False,False,False,False,False,False,2,2,0.0
77,629627,,0.25,0.0816496580927726,,,,,,0.6460256812769142,0.34374883996940864,,,0.21821789023599242,False,False,False,False,False,False,False,False,5,4,0.0
73,649553,,1.0,0.05773502691896257,,,,,,0.7339566239785095,0.2870888620597625,,,0.15430334996209194,False,False,False,False,False,False,False,False,4,5,0.0
85,538892,,1.0,9.342640460024497e-163,,,,,,0.8176715822165309,0.8392197958288271,,,2.4969256920874125e-162,False,False,False,False,False,False,False,False,5,2,0.0
80,572391,,0.75,9.342640460024497e-163,,,,,,0.8399761916317744,0.799387801186324,,,2.4969256920874125e-162,False,False,False,False,False,False,False,False,5,2,0.0
83,568093,,1.0,0.8925618559330587,,,,,,0.8332738092679695,0.7303456694739668,,,0.9258200997725515,False,False,False,False,False,False,False,False,2,25,0.0
79,585212,,0.0,0.0,,,,,,0.6626659034257985,0.3117086861338568,,,0.0,False,False,False,False,False,False,False,False,5,5,0.0
87,464459,,0.8333333333333334,0.0816496580927726,,,,,,0.6575834302930135,0.320835207351347,,,0.3450327796711772,False,False,False,False,False,False,False,False,5,26,0.0
74,643925,,1.0,0.0816496580927726,,,,,,0.7339566239785095,0.2870888620597625,,,0.21821789023599242,False,False,False,False,False,False,False,False,4,5,0.0
75,635665,,0.0,0.46188021535170054,,,,,,0.7246410793342437,0.3333536205185507,,,0.15430334996209194,False,False,False,False,False,False,False,False,4,38,0.0
82,570284,,1.0,0.3511884584284245,,,,,,0.8792281857913565,0.9900732311057844,,,0.9385906354489058,False,False,False,False,False,False,False,False,2,4,0.0
78,599441,,0.0,0.0,,,,,,0.6626659034257985,0.3117086861338568,,,0.21821789023599242,False,False,False,False,False,False,False,False,5,5,0.0
