templateID,candidateID,demographicsCosine,travelJaccard,profileJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
72,572391,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,6,2,0.0
73,643925,,1.0,,0.04428074427700476,,,,,,0.7339566239785095,0.11522962731785429,,,0.15430334996209194,False,False,False,False,False,False,False,False,4,5,0.0
85,629627,,1.0,,0.04428074427700476,,,,,,0.6249897648370613,0.13646389575034085,,,0.21821789023599242,False,False,False,False,False,False,False,False,5,4,0.0
87,635665,,0.8333333333333334,,0.36782348707914075,,,,,,0.6575834302930135,0.12877448852699253,,,0.3450327796711772,False,False,False,False,False,False,False,False,5,38,0.0
75,625756,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,4,9,0.0
79,509607,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,5,8,0.0
70,570284,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,13,4,0.0
83,616453,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,2,3,0.0
39,585212,0.11329932575636692,0.8333333333333334,0.5,0.17149858514250887,0.17298897951146752,0.8078320618918573,0.4153308238647917,0.8677181391162176,0.7086718246749673,0.5738887314887162,0.19307580922727324,0.9200581377470126,0.6688925052839554,,False,False,False,False,False,False,False,False,27,5,0.0
78,464459,,1.0,,0.0,,,,,,0.6784031235772803,0.12790863090316795,,,0.2672612419124244,False,False,False,False,False,False,False,False,5,26,0.0
86,534034,,1.0,,0.04428074427700476,,,,,,0.6249897648370613,0.13646389575034085,,,0.15430334996209194,False,False,False,False,False,False,False,False,5,4,0.0
40,568093,0.7971673419169736,1.0,0.8,0.1533929977694741,0.1656243383273848,0.925466510569452,0.5012510574128123,0.8941731179433768,0.9121555198774705,0.6800021755329284,0.1162072751204845,0.785955107276375,0.8680095745377686,0.15430334996209194,False,False,False,False,False,False,False,False,29,25,0.0
77,561157,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,5,6,0.0
71,542965,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,9,2,0.0
41,599441,0.05168692373116124,0.8571428571428572,1.0,0.4428074427700477,0.5261254413634405,0.8766504824725487,0.48060502600751887,0.7766323492372703,0.8282413596234873,0.5124646729700573,0.1985402532027808,0.7376295098493968,0.6826434811708249,,False,False,False,False,False,False,False,False,36,5,0.0
82,657173,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,2,4,0.0
80,499467,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,5,7,0.0
74,649553,,1.0,,0.06262242910851495,,,,,,0.7339566239785095,0.11522962731785429,,,0.21821789023599242,False,False,False,False,False,False,False,False,4,5,0.0
81,538892,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,7,2,0.0
