templateID,candidateID,demographicsCosine,travelJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
43,640464,0.6246558909010822,,0.270801280154532,0.2394923975386337,0.8149000156513968,0.35471289797417005,0.6805723121457934,0.8367230940302817,,,0.8635394275970152,0.5708084839490489,,False,False,False,False,False,False,False,False,30,27,12.0
27,490041,0.5649781923116046,,0.5597618541248889,0.48673168242196496,0.7483069672744991,0.5182003831866439,0.7881740246770075,0.7728858928382893,,,0.6963445347118151,0.5572612941780467,,False,False,False,False,False,False,False,False,32,30,23.0
58,570411,0.8042601305000372,,0.2516611478423583,0.21767302573967065,0.6850144652722278,0.40206275013205456,0.6803687202103527,0.8708289741965066,,,0.783684632777313,0.6220645163476203,,False,False,False,False,False,False,False,False,26,25,10.0
39,589639,0.7521701571747621,,0.3785938897200182,0.26424503100148833,0.8247489318261998,0.298867047842398,1.0,0.8598274527529982,,,0.8953198317619582,0.5061864357107236,,False,False,False,False,False,False,False,False,27,28,37.0
63,632150,0.5794448145734985,,0.38729833462074165,0.33499171836266495,0.8627302167007723,0.36803748865343916,0.5391648554129307,0.7301852252504247,,,0.8219202811253263,0.9969334966546007,,False,False,False,False,False,False,False,False,30,23,14.0
66,623295,,,,,0.9192898277928242,0.33841662093373687,,,,,0.9229584719840594,0.4316074897495116,,False,False,False,False,False,False,False,False,1,27,0.0
41,591682,0.812174025231278,,,,0.8515535789321795,0.49119708240632265,0.926369493163818,0.3277445892216983,,,0.9041845827653159,0.9780366718469107,,False,False,False,False,False,False,False,False,36,26,8.0
34,599956,0.5845188067508865,,0.46188021535170054,0.4148130005633971,0.8029837287028386,0.3769820373331907,0.778370326186617,0.675201056634143,,,0.7548241957190881,0.524225408848182,,False,False,False,False,False,False,False,False,29,32,24.0
56,635665,0.3140084750304997,,0.3605551275463988,0.3236327465097843,0.6898463943974129,0.4890122155492735,0.6999825879440227,0.8052470234776486,,,0.7122722349116517,0.6802439014695899,,False,False,False,False,False,False,False,False,29,38,23.0
47,492777,0.5778848057774966,,0.3511884584284245,0.3601052769313654,0.6976944111550399,0.3233176104496018,0.8034293988397895,0.7790202194819243,,,0.7213825356540853,0.41012786877899593,,False,False,False,False,False,False,False,False,29,26,14.0
57,596193,0.46810309942711487,,0.19999999999999996,0.13212251550074416,0.7980910775697454,0.29971886628240796,0.8196339918665371,0.847367538494936,,,0.6971366163546182,0.5375201397436712,,False,False,False,False,False,False,False,False,33,24,6.0
45,493044,0.5550181234606321,,,,0.8847772312211598,0.40604512342325266,0.8293030568845944,0.7987768803802056,,,0.8452722819255575,0.5962859934314397,,False,False,False,False,False,False,False,False,35,29,7.0
0,616050,0.4448197170730872,,,,0.9243024686016984,0.5760377910785038,0.9151329313866994,0.8579036388087067,,,0.9518288436556264,0.749112794180523,,False,False,False,False,False,False,False,False,24,26,1.0
65,568093,0.5222320959893347,,0.09999999999999998,0.12232168048309942,0.9301580894961228,0.5196760412776444,0.8951566343542766,0.9581576404272344,,,0.8700410019737984,0.8783247596738825,,False,False,False,False,False,False,False,False,29,25,4.0
67,550361,,,0.24494897427831777,0.14981285083167667,0.9081326505091408,0.4912249037366134,,,,,0.8877176839556169,0.3858484052517056,,False,False,False,False,False,False,False,False,4,30,42.0
40,512397,0.5202143897649315,,0.1732050807568877,0.14981285083167667,0.9789397104990588,0.5853233082053892,,,,,0.7537566150659168,0.8139166648097501,,False,False,False,False,False,False,False,False,29,28,0.0
37,464459,0.6604411868269076,,0.38729833462074165,0.9208041590109538,0.8855620962924131,0.4433184798631573,0.7509733437366981,0.5338603896212032,,,0.700441957941905,0.9938746172731255,,False,False,False,False,False,False,False,False,29,26,3.0
