templateID,candidateID,demographicsCosine,travelJaccard,profileJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
43,640464,0.6246558909010822,,1.0,0.2076951008135743,0.2394923975386337,0.8149000156513968,0.3421366410319528,0.6798245614035088,0.7965511692714397,,,0.8635394275970152,0.564104818676781,,False,False,False,False,False,False,False,False,30,27,12.0
27,490041,0.5649781923116046,,0.6666666666666667,0.4293177442060789,0.48673168242196496,0.7483069672744991,0.4998277184097763,0.7873080509935594,0.7357788568836363,,,0.6963445347118151,0.5507167292488158,,False,False,False,False,False,False,False,False,32,30,23.0
58,570411,0.8042601305000372,,0.8571428571428572,0.19301528944823082,0.21767302573967065,0.6850144652722278,0.387807716042701,0.6796211931563053,0.8290195915239931,,,0.783684632777313,0.6147588921100486,,False,False,False,False,False,False,False,False,26,25,10.0
39,589639,0.7521701571747621,,0.7142857142857143,0.29036825840679636,0.26424503100148833,0.8247489318261998,0.2882707915272368,0.9989012912677464,0.8185462642881198,,,0.8953198317619582,0.5002417020114432,,False,False,False,False,False,False,False,False,27,28,37.0
63,632150,0.5794448145734985,,0.6,0.29704426289300234,0.33499171836266495,0.8627302167007723,0.3549888116864937,0.5385724702781642,0.6951282916746,,,0.8219202811253263,0.9852253517194588,,False,False,False,False,False,False,False,False,30,23,14.0
66,623295,,,,,,0.9192898277928242,0.3264181444117765,,,,,0.9229584719840594,0.4265386230076101,,False,False,False,False,False,False,False,False,1,27,0.0
41,591682,0.812174025231278,,1.0,,,0.8515535789321795,0.4737818128943039,0.9253516829123856,0.3120092389340497,,,0.9041845827653159,0.9665504542162529,,False,False,False,False,False,False,False,False,36,26,8.0
34,599956,0.5845188067508865,,0.7142857142857143,0.3542459542160381,0.4148130005633971,0.8029837287028386,0.363616233633411,0.7775151239123086,0.6427839687854648,,,0.7548241957190881,0.5180688225903476,,False,False,False,False,False,False,False,False,29,32,24.0
56,635665,0.3140084750304997,,0.5,0.276533159377486,0.3236327465097843,0.6898463943974129,0.47167440994436305,0.6992135109622231,0.7665862968044885,,,0.7122722349116517,0.6722550093154208,,False,False,False,False,False,False,False,False,29,38,23.0
47,492777,0.5778848057774966,,0.33333333333333337,0.2693492521018819,0.3601052769313654,0.6976944111550399,0.31185446556205954,0.8025466639435349,0.7416186682806714,,,0.7213825356540853,0.4053112621089233,,False,False,False,False,False,False,False,False,29,26,14.0
57,596193,0.46810309942711487,,0.7142857142857143,0.1533929977694741,0.13212251550074416,0.7980910775697454,0.28909240895783644,0.8187334528424214,0.8066845631565359,,,0.6971366163546182,0.5312074180598325,,False,False,False,False,False,False,False,False,33,24,6.0
45,493044,0.5550181234606321,,0.5,,,0.8847772312211598,0.39164889528644276,0.8283918943743107,0.7604267918423423,,,0.8452722819255575,0.5892831162512489,,False,False,False,False,False,False,False,False,35,29,7.0
0,616050,0.4448197170730872,,0.5,,,0.9243024686016984,0.5556145154930807,0.914127466843812,0.8167148146033683,,,0.9518288436556264,0.7403150948390258,,False,False,False,False,False,False,False,False,24,26,1.0
65,568093,0.5222320959893347,,0.8333333333333334,0.07669649888473705,0.12232168048309942,0.9301580894961228,0.5012510574128123,0.8941731179433768,0.9121555198774705,,,0.8700410019737984,0.8680095745377686,,False,False,False,False,False,False,False,False,29,25,4.0
67,550361,,,,0.18786728732554484,0.14981285083167667,0.9081326505091408,0.4738086478262985,,,,,0.8877176839556169,0.3813169404480453,,False,False,False,False,False,False,False,False,4,30,42.0
40,512397,0.5202143897649315,,0.8571428571428572,0.1328422328310143,0.14981285083167667,0.9789397104990588,0.5645708169362512,,,,,0.7537566150659168,0.8043578985442994,,False,False,False,False,False,False,False,False,29,28,0.0
37,464459,0.6604411868269076,,0.6666666666666667,0.29704426289300234,0.9208041590109538,0.8855620962924131,0.42760073421073336,0.7501482427662449,0.5082292106127595,,,0.700441957941905,0.9822023963020772,,False,False,False,False,False,False,False,False,29,26,3.0
