NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
568093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,False,False,False,False,False,False,False
464459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,False,False,False,False,False,False,False
635665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,False,False,False,False,False,False,False
604021,1,-193.22,-209.22,-1234.6,,-176.53,113.92,-881.17,,-134.84,-561.5,,7756.23,,-84.22,-1236.75,-31.35,-132.22,,-355.82,-421.43,,-234.74,-473.95,-658.78,-2258.44,-92.79,,,-766.83,54,,False,False,False,False,False,False,False
533094,1,-284.32,-242.12,-1348.11,,-2402.81,26.94,-2267.78,-1242.83,-370.94,-285.79,-497.09,25708.9,-1613.63,-78.91,,-1395.87,,,-782.5,,,-1332.94,-5654.7,,-3402.76,-110.68,-318.41,-148.27,-924.08,49,,False,False,False,False,False,False,False
606043,1,-288.2,-412.72,-1067.92,,,22.11,-1829.16,-993.32,-52.3,-499.47,,17608.3,-373.74,-76.04,-6003.36,-804.23,,-1457.54,-520.41,-639.26,,-260.21,-2296.04,,-2361.75,-112.26,,,-210.77,45,,False,False,False,False,False,False,False
595057,1,-337.97,-272.56,-855.02,-206.77,-913.8,167.12,,,-99.71,,,5705.36,-97.02,,-4289.16,,-28.62,-561.93,-419.67,,,,-863.35,-350.13,-1361.75,-129.16,,-273.79,,52,,False,False,False,False,False,False,False
634181,1,-267.63,-469.3,-228.04,,-1164.48,,-2233.87,-912.34,-184.39,-800.36,,15174.5,,-47.31,-2201.95,-1370.33,-65.04,-729.69,-299.54,-32.69,,,-3565.2,,-2609.07,-402.65,,-354.0,-811.15,35,,False,False,False,False,False,False,False
548320,1,-340.62,-500.35,-1123.42,-479.23,-488.52,601.85,-333.79,-791.93,-64.15,-477.22,-357.11,13557.0,-878.46,-139.89,-3982.11,,,,-1531.39,-13.93,-448.03,-520.35,-1071.33,-575.08,-1270.54,-115.48,,-292.58,-156.49,82,,False,False,False,False,False,False,False
505965,1,-227.65,-322.05,-126.48,,-874.89,,-1221.26,-515.71,-79.82,-271.34,-572.58,9945.54,-3171.42,-61.62,-1428.67,-489.12,-141.3,,-82.96,-78.42,,,-1141.88,-647.87,-3348.11,,,,-881.15,8,4.0,False,False,False,False,False,False,False
