templateID,candidateID,demographicsCosine,travelJaccard,profileJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
46,585606,0.44509877519796065,,0.6,,,,,,,,,,,,False,False,False,False,False,False,False,False,22,25,0.0
61,492850,0.10477565396422217,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,21,31,0.0
39,657526,0.4541734457991979,,0.6666666666666667,0.6945163361480209,0.7339300828985966,0.9288677456557456,0.7095059250533994,0.9522516184537602,0.9485970780649572,,,0.8642020598882418,0.8468503913713148,,False,False,False,False,False,False,False,False,27,23,0.0
40,655963,0.6475495332119078,,0.875,0.20291986247835694,0.2058980693513018,0.9454960205927448,0.6971784407527284,0.9091562682281288,0.9271468469382168,,,0.9615266027713492,0.9678297847150039,,False,False,False,False,False,False,False,False,29,28,1.0
53,569329,0.509314465168482,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,17,30,0.0
45,588172,0.6668921488925963,,0.5,0.146862614204502,0.15791661046371633,0.8244538806716071,0.554453621295641,0.9603787605610888,0.9719057818455022,,,0.8375543373379051,0.8305886892180807,,False,False,False,False,False,False,False,False,35,26,5.0
41,639642,0.3307066405016754,,0.75,0.4665265896211377,0.5447550869318748,0.8220675545987418,0.5446706045714618,0.8420234134278838,0.9304438456910822,,,0.8236283655233143,0.9252379530309448,,False,False,False,False,False,False,False,False,36,28,3.0
64,477374,0.3331135452477183,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,23,0.0
43,628320,0.12517719236580072,,1.0,0.22140372138502384,0.2496880847194611,0.9663267213474772,0.670402791096555,0.9394181406625576,0.9184031388938352,,,0.9865306885389908,0.9653168732794641,,False,False,False,False,False,False,False,False,30,29,4.0
60,516873,0.795156200472243,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,18,25,0.0
52,571369,0.45868038857660376,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,21,22,0.0
47,584457,0.4206983606902153,,0.75,0.276533159377486,0.3118603178593928,0.7823511387137321,0.6181330400276104,0.9043279906439236,0.8720873325229943,,,0.9064721760737724,0.9587388828140492,,False,False,False,False,False,False,False,False,29,28,3.0
48,580798,0.4172424809590979,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,18,29,0.0
49,579305,0.31302389541746367,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,27,31,0.0
56,546593,0.19570461944890882,,0.75,0.23008949665421116,0.27804088398485977,0.8478366252517694,0.6618591820089235,0.8105094003889193,0.9831600449469644,,,0.7927429895670652,0.8336818117305544,,False,False,False,False,False,False,False,False,29,23,2.0
63,482012,0.5531235037002464,,0.8333333333333334,0.37573457465108967,0.6054614282901363,0.8909374151752028,0.6364235796233194,0.9393239628057556,0.9642114192775372,,,0.7351337225683495,0.9138893596021272,,False,False,False,False,False,False,False,False,30,27,3.0
57,544636,0.6242715967356401,,0.625,0.146862614204502,0.17298897951146752,,,0.725598661172508,0.888525302185322,,,,,,False,False,False,False,False,False,False,False,33,27,0.0
59,536906,0.07088854677810441,,0.75,,,,,,,,,,,,False,False,False,False,False,False,False,False,17,38,0.0
58,541907,0.02708856333332521,,1.0,7.16547813622768e-163,0.5605483599480056,0.8611417498126355,0.40386822799044564,,,,,0.7849390515390817,0.9759733390695698,,False,False,False,False,False,False,False,False,26,22,3.0
54,566580,0.7792498297357051,,0.8,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,19,0.0
62,483005,0.09383069226263907,,0.8571428571428572,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,27,0.0
65,464579,0.4711011041171711,,0.8333333333333334,0.2656844656620286,0.07062245515464485,0.9142877446175708,0.5051842709771464,0.9304586189030368,0.9785651849482672,,,0.9785719361543928,0.977284935348464,,False,False,False,False,False,False,False,False,29,41,0.0
42,636721,0.34267656371893873,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,19,39,0.0
55,557269,0.872791747800967,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,15,25,0.0
44,601496,0.6176963325007976,,0.5,,,,,,,,,,,,False,False,False,False,False,False,False,False,18,28,0.0
