templateID,candidateID,demographicsCosine,travelJaccard,profileJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
47,568284,0.47820506822664854,,0.75,,,,,,,,,,,,False,False,False,False,False,False,False,False,29,22,0.0
41,607386,0.8850335850118769,,1.0,0.4769182114284974,0.5649796412371587,0.7488723611839936,0.7632118928715943,0.7101205417169955,0.37483272924764255,,,0.8509567672067604,0.7971455105490439,,False,False,False,False,False,False,False,False,36,25,3.0
48,544074,0.44880563951484254,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,18,25,0.0
63,492701,0.6322204276461231,,0.8333333333333334,,,,,,,,,,,,False,False,False,False,False,False,False,False,30,21,0.0
59,500813,0.2745092862800893,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,17,29,0.0
64,478754,0.743191037022358,,0.25,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,18,0.0
44,578531,0.5904919301622737,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,18,25,0.0
54,536951,0.5658125809447926,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,20,0.0
49,542965,0.43536625636210335,,0.8333333333333334,,,,,,,,,,,,False,False,False,False,False,False,False,False,27,24,0.0
43,584736,0.8796800503017647,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,30,20,0.0
37,657076,0.3980654357471769,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,29,19,0.0
46,572391,0.6270894404978082,,0.8,,,,,,,,,,,,False,False,False,False,False,False,False,False,22,27,0.0
53,538892,0.510942550243448,,0.6666666666666667,,,,,,,,,,,,False,False,False,False,False,False,False,False,17,29,0.0
58,508898,0.7464023690264648,,0.75,,,,,,,,,,,,False,False,False,False,False,False,False,False,26,21,0.0
39,614761,0.5554064779099439,,0.8,0.22578837914485933,0.1934075587729799,0.7097220822225396,0.439893443406101,0.8678247357136426,0.6650819903918461,,,0.7856826588372021,0.7310999383374426,,False,False,False,False,False,False,False,False,27,24,0.0
55,529433,0.11262594137989235,,0.8333333333333334,,,,,,,,,,,,False,False,False,False,False,False,False,False,15,27,0.0
42,604113,0.3608671613048843,,0.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,19,18,0.0
52,541619,0.44536568260069154,,0.4,,,,,,,,,,,,False,False,False,False,False,False,False,False,21,31,0.0
38,628223,0.5894758719070134,,0.8,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,23,0.0
57,516236,0.3202351377039828,,0.5714285714285714,0.19301528944823082,0.2233278122417766,0.9635740953703972,0.7909277766948807,0.7805039718463506,0.6582579410045565,,,0.7875155563273171,0.6215574133131962,,False,False,False,False,False,False,False,False,33,27,3.0
61,493652,0.09708094555425406,,0.5,,,,,,,,,,,,False,False,False,False,False,False,False,False,21,26,0.0
65,466976,0.6724718938554837,,0.8,,,,,,,,,,,,False,False,False,False,False,False,False,False,29,18,0.0
40,610497,0.31877740166875923,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,29,19,0.0
56,520084,0.27634092059667426,,1.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,29,25,0.0
62,493094,0.8021854686902968,,0.5,,,,,,,,,,,,False,False,False,False,False,False,False,False,20,23,0.0
45,575295,0.5834586998109172,,0.4,,,,,,,,,,,,False,False,False,False,False,False,False,False,35,19,0.0
