templateID,candidateID,demographicsCosine,travelJaccard,profileJaccard,dtwAllEdges,dtwCommunication,glPhone-dir4,glPhone-undir5,glEmail-dir4,glEmail-undir5,glTravel-dir4,glTravel-undir5,glCommunication-dir4,glCommunication-undir5,dtwTravel,Country,F_Smoker,F_Education,F_Property,F_Mortgage,F_Gas,F_Rich,F_Renting,templateNeighbors,candidateNeighbors,nbCommonCommNeighbors
43,493094,0.852346552516625,,1.0,0.17712297710801905,0.2058980693513018,0.6459228615879138,0.6710764313731977,,,,,0.9071273079574856,0.6784229094246987,,False,False,False,False,False,False,False,False,30,23,9.0
58,542965,0.39825196662859785,,0.6666666666666667,7.16547813622768e-163,,0.8140256303534986,0.6516303390179801,0.5960143039460342,0.2932682215072151,,,0.9514849470487388,0.5842679341964866,,False,False,False,False,False,False,False,False,26,24,3.0
27,542649,,,,0.146862614204502,0.5470391853644392,0.6365220133009093,0.4586245320691219,,,,,0.9204891904095741,0.5133987169728996,,False,False,False,False,False,False,False,False,32,4,0.0
39,544074,0.09190963103112398,,0.75,0.23431167445160248,0.2058980693513018,0.7882181800253798,0.5347361432351424,0.7990240443959592,0.4681356154716454,,,0.8868062686342547,0.7315234360554663,,False,False,False,False,False,False,False,False,27,25,14.0
63,541619,0.3892613275294726,,0.5,0.30032661958503204,0.3386933966843846,0.8388772518257227,0.7997639254080825,0.8038145634231576,0.7811298435872576,,,0.8250667305536419,0.6439500425784543,,False,False,False,False,False,False,False,False,30,31,8.0
66,516236,,,,,,0.8799509904002438,0.7601299992633199,,,,,0.8971008489144947,0.8313279763150279,,False,False,False,False,False,False,False,False,1,27,5.0
41,521318,,,,0.4270280332442715,0.5117083021934133,0.8957249236499403,0.5819445791512845,,,,,0.8652053891084593,0.6798609885267155,,False,False,False,False,False,False,False,False,36,3,11.0
56,572391,0.6952343119557497,,0.75,0.17149858514250887,0.2394923975386337,0.7352606796004241,0.5923024611289437,0.7429788057296265,0.314946349852265,,,0.8358616213522628,0.6166950872075795,,False,False,False,False,False,False,False,False,29,27,6.0
47,493652,0.4869453672008349,,1.0,0.2693492521018819,0.3078361451638301,0.6643670440513247,0.5818746985142893,0.743326162286521,0.2690539327006287,,,0.8393246487479746,0.5311909040459958,,False,False,False,False,False,False,False,False,29,26,13.0
57,536003,,,,0.1328422328310143,0.15791661046371633,0.8553820382779205,0.474445101543359,,,,,0.7502053388436808,0.5035442987015988,,False,False,False,False,False,False,False,False,33,3,3.0
45,500813,0.529933778340273,,0.4285714285714286,0.15965649400644924,0.15791661046371633,0.5431123828754181,0.5028786909965671,0.7995249399482947,0.35000748281900496,,,0.8283370224676426,0.6263889208470451,,False,False,False,False,False,False,False,False,35,29,8.0
0,607386,0.5316748859229896,,0.8333333333333334,,,0.7263649327381709,0.7502122754511741,0.7865176894254107,0.4681356154716454,,,0.9464627042313812,0.9307794482116424,,False,False,False,False,False,False,False,False,24,25,0.0
65,614761,0.6566668325518845,,0.8333333333333334,0.07669649888473705,0.08649448975573376,0.7409030244464463,0.5747482143234783,0.9050039333494538,0.7021046114885987,,,0.9451324051768945,0.8929683586668563,,False,False,False,False,False,False,False,False,29,24,0.0
37,538892,0.5662652910714947,,0.6666666666666667,0.3372321013724501,0.4148130005633971,0.7670329874463847,0.7646510761417011,0.7664124387110322,0.336071772477592,,,0.8033147353030953,0.629109044840961,,False,False,False,False,False,False,False,False,29,29,8.0
