NodeID,NodeType,Water and other public services,Electricity,Household furnishings,Natural gas,Miscellaneous,Gifts,Healthcare,Restaurants,Alcohol,Home maintenance,Housekeeping supplies,Money income before taxes,Personal insurance and pensions,Reading,Transportation,Education,Telephone services,Lodging away from home,Groceries,Donations,Entertainment,Apparel and services,Personal taxes,Mortgage payments,Rented dwellings,Personal care products and services,Tobacco,Household operations,Property taxes,edgeOrder,Country,F_Smoker,F_Education,F_Gas,F_Property,F_Mortgage,F_Renting,F_Rich
483784,1,-1728.16,-2657.09,-572.69,-5148.59,-17303.8,1201.05,-31733.8,-5330.29,-983.85,-12802.8,-1956.93,441206.0,-29938.6,-1340.05,,-18663.5,-18354.9,-10303.1,-6120.39,-8666.52,,-36827.8,2356.79,,,-2588.25,,-8277.9,-7333.98,2,0,False,False,False,False,False,False,True
594308,1,-298.61,-632.36,-657.17,,-1019.14,1693.86,-2240.53,-2959.18,-487.49,-2416.01,,33720.8,-3651.56,,-6971.99,,-247.67,-71.01,-81.19,-3002.98,,-2958.78,-3468.46,-190.0,,-284.64,,-571.12,-974.96,7,2,False,False,False,False,False,False,False
561819,1,-61.95,-303.21,-2435.24,,-661.68,,,-922.76,-109.98,-729.34,-1011.27,11074.4,-1268.58,,-2497.95,-366.28,,-541.51,-699.05,-982.87,,-418.66,-460.37,-417.69,,-262.73,,-421.73,-1027.12,4,,False,False,False,False,False,False,False
631903,1,-205.47,-794.81,-822.66,,-2988.87,,,-2819.24,-236.72,,-717.54,23118.1,,-62.49,-5123.35,,-529.93,-1605.74,-1661.68,-355.59,-268.99,,-3515.59,,-3654.46,,-310.16,,,5,,False,False,False,False,False,False,False
524153,1,-1171.36,-143.57,-21.71,,-6028.1,4561.47,,,-1348.59,-3631.34,-315.31,23069.8,,-11.03,-17503.1,,,-4739.4,-7740.68,-507.95,,-3609.81,-1807.45,-3196.25,,,-229.28,-930.86,-2189.28,8,,False,False,False,False,False,False,False
530990,1,-216.43,-29.42,-590.84,,-2692.27,325.81,,,-267.97,-1109.22,-390.48,21534.1,-3451.82,,-7510.12,,-749.67,-2583.05,-2126.4,-612.18,,-797.33,-3139.99,,,-62.83,-130.95,,-134.41,1,3,False,False,False,False,False,False,False
573137,1,-210.35,-322.4,-248.56,,-1210.4,,,,-45.68,,-426.33,11488.3,-1357.29,,-4835.03,-83.46,-53.93,-2555.9,-1725.25,-625.06,,,-1295.19,-328.93,-254.74,-297.91,-581.83,,,9,4,False,False,False,False,False,False,False
477657,1,-146.31,-252.01,-437.04,,-513.34,392.38,,,-116.35,,,3562.94,-118.6,-0.17,-2123.92,,,-565.75,-718.46,-302.61,,-581.82,-162.53,,-1164.18,,-101.86,,,6,4,False,False,False,False,False,False,False
549840,1,-574.87,-386.66,-1676.57,,-2683.2,762.06,,-345.49,-223.53,-713.73,-392.46,10144.0,-2024.76,,-4156.52,-2987.84,,-1291.33,-195.71,,,-216.7,-653.86,-248.04,,-273.58,-205.38,,-643.26,3,,False,False,False,False,False,False,False
619322,1,-379.61,-655.16,-1504.41,,-253.08,,,,-62.8,-1982.88,-235.34,25157.9,-4452.55,-112.12,,-83.88,-534.96,,-1133.88,-521.92,,-1411.22,-5634.9,-712.17,,-248.96,-444.76,-1183.04,-302.5,0,3,False,False,False,False,False,False,False
